evaluation_id,suite_id,dataset_id,sample_count_status,sample_count_value,sample_unit,access,label_artifact,acquisition_scale_status,acquisition_scale_value,stain_status,stain,compute_configuration,hardware_model_status,observed_runtime_status,annotation_hours_status,dollar_cost_status,software_license,dataset_license_status,dataset_license,pre_error_feasibility_tier,pre_error_feasibility_basis,numeric_cost_curve_eligible,task_source_url
pathobench.exaone2025.cptac_gbm.egfr-mutation,pathobench,cptac_gbm,reported,99,case,task split/config automatically downloadable; raw images or embeddings external,existing categorical or ordinal target label,not_reported,null,not_reported,,"{""input_requirement"": ""precomputed patch or pooled embeddings"", ""pooling_device"": ""GPU with CPU fallback""}",not_reported,not_reported,not_reported,not_reported,CC-BY-NC-4.0,not_reported,,tier_3_aggregated_or_wsi,slide_or_case aggregation with supplied labels/outcomes,false,https://arxiv.org/pdf/2512.14019v1
pathobench.exaone2025.cptac_gbm.immune-class,pathobench,cptac_gbm,reported,99,case,task split/config automatically downloadable; raw images or embeddings external,existing categorical or ordinal target label,not_reported,null,not_reported,,"{""input_requirement"": ""precomputed patch or pooled embeddings"", ""pooling_device"": ""GPU with CPU fallback""}",not_reported,not_reported,not_reported,not_reported,CC-BY-NC-4.0,not_reported,,tier_3_aggregated_or_wsi,slide_or_case aggregation with supplied labels/outcomes,false,https://arxiv.org/pdf/2512.14019v1
pathobench.exaone2025.cptac_gbm.tp53-mutation,pathobench,cptac_gbm,reported,99,case,task split/config automatically downloadable; raw images or embeddings external,existing categorical or ordinal target label,not_reported,null,not_reported,,"{""input_requirement"": ""precomputed patch or pooled embeddings"", ""pooling_device"": ""GPU with CPU fallback""}",not_reported,not_reported,not_reported,not_reported,CC-BY-NC-4.0,not_reported,,tier_3_aggregated_or_wsi,slide_or_case aggregation with supplied labels/outcomes,false,https://arxiv.org/pdf/2512.14019v1
pathobench.exaone2025.cptac_hnsc.casp8-mutation,pathobench,cptac_hnsc,reported,107,case,task split/config automatically downloadable; raw images or embeddings external,existing categorical or ordinal target label,not_reported,null,not_reported,,"{""input_requirement"": ""precomputed patch or pooled embeddings"", ""pooling_device"": ""GPU with CPU fallback""}",not_reported,not_reported,not_reported,not_reported,CC-BY-NC-4.0,not_reported,,tier_3_aggregated_or_wsi,slide_or_case aggregation with supplied labels/outcomes,false,https://arxiv.org/pdf/2512.14019v1
pathobench.exaone2025.cptac_hnsc.histologic-grade,pathobench,cptac_hnsc,reported,107,case,task split/config automatically downloadable; raw images or embeddings external,existing categorical or ordinal target label,not_reported,null,not_reported,,"{""input_requirement"": ""precomputed patch or pooled embeddings"", ""pooling_device"": ""GPU with CPU fallback""}",not_reported,not_reported,not_reported,not_reported,CC-BY-NC-4.0,not_reported,,tier_3_aggregated_or_wsi,slide_or_case aggregation with supplied labels/outcomes,false,https://arxiv.org/pdf/2512.14019v1
pathobench.exaone2025.cptac_hnsc.immune-class,pathobench,cptac_hnsc,reported,107,case,task split/config automatically downloadable; raw images or embeddings external,existing categorical or ordinal target label,not_reported,null,not_reported,,"{""input_requirement"": ""precomputed patch or pooled embeddings"", ""pooling_device"": ""GPU with CPU fallback""}",not_reported,not_reported,not_reported,not_reported,CC-BY-NC-4.0,not_reported,,tier_3_aggregated_or_wsi,slide_or_case aggregation with supplied labels/outcomes,false,https://arxiv.org/pdf/2512.14019v1
pathobench.exaone2025.cptac_hnsc.os,pathobench,cptac_hnsc,reported,102,case,task split/config automatically downloadable; raw images or embeddings external,existing event and time-to-event outcome,not_reported,null,not_reported,,"{""input_requirement"": ""precomputed patch or pooled embeddings"", ""pooling_device"": ""GPU with CPU fallback""}",not_reported,not_reported,not_reported,not_reported,CC-BY-NC-4.0,not_reported,,tier_3_aggregated_or_wsi,slide_or_case aggregation with supplied labels/outcomes,false,https://arxiv.org/pdf/2512.14019v1
pathobench.exaone2025.cptac_lscc.arid1a-mutation,pathobench,cptac_lscc,reported,108,case,task split/config automatically downloadable; raw images or embeddings external,existing categorical or ordinal target label,not_reported,null,not_reported,,"{""input_requirement"": ""precomputed patch or pooled embeddings"", ""pooling_device"": ""GPU with CPU fallback""}",not_reported,not_reported,not_reported,not_reported,CC-BY-NC-4.0,not_reported,,tier_3_aggregated_or_wsi,slide_or_case aggregation with supplied labels/outcomes,false,https://arxiv.org/pdf/2512.14019v1
pathobench.exaone2025.cptac_lscc.histologic-grade,pathobench,cptac_lscc,reported,104,case,task split/config automatically downloadable; raw images or embeddings external,existing categorical or ordinal target label,not_reported,null,not_reported,,"{""input_requirement"": ""precomputed patch or pooled embeddings"", ""pooling_device"": ""GPU with CPU fallback""}",not_reported,not_reported,not_reported,not_reported,CC-BY-NC-4.0,not_reported,,tier_3_aggregated_or_wsi,slide_or_case aggregation with supplied labels/outcomes,false,https://arxiv.org/pdf/2512.14019v1
pathobench.exaone2025.cptac_lscc.immune-class,pathobench,cptac_lscc,reported,108,case,task split/config automatically downloadable; raw images or embeddings external,existing categorical or ordinal target label,not_reported,null,not_reported,,"{""input_requirement"": ""precomputed patch or pooled embeddings"", ""pooling_device"": ""GPU with CPU fallback""}",not_reported,not_reported,not_reported,not_reported,CC-BY-NC-4.0,not_reported,,tier_3_aggregated_or_wsi,slide_or_case aggregation with supplied labels/outcomes,false,https://arxiv.org/pdf/2512.14019v1
pathobench.exaone2025.cptac_lscc.keap1-mutation,pathobench,cptac_lscc,reported,108,case,task split/config automatically downloadable; raw images or embeddings external,existing categorical or ordinal target label,not_reported,null,not_reported,,"{""input_requirement"": ""precomputed patch or pooled embeddings"", ""pooling_device"": ""GPU with CPU fallback""}",not_reported,not_reported,not_reported,not_reported,CC-BY-NC-4.0,not_reported,,tier_3_aggregated_or_wsi,slide_or_case aggregation with supplied labels/outcomes,false,https://arxiv.org/pdf/2512.14019v1
pathobench.exaone2025.cptac_luad.egfr-mutation,pathobench,cptac_luad,reported,108,case,task split/config automatically downloadable; raw images or embeddings external,existing categorical or ordinal target label,not_reported,null,not_reported,,"{""input_requirement"": ""precomputed patch or pooled embeddings"", ""pooling_device"": ""GPU with CPU fallback""}",not_reported,not_reported,not_reported,not_reported,CC-BY-NC-4.0,not_reported,,tier_3_aggregated_or_wsi,slide_or_case aggregation with supplied labels/outcomes,false,https://arxiv.org/pdf/2512.14019v1
pathobench.exaone2025.cptac_luad.immune-class,pathobench,cptac_luad,reported,108,case,task split/config automatically downloadable; raw images or embeddings external,existing categorical or ordinal target label,not_reported,null,not_reported,,"{""input_requirement"": ""precomputed patch or pooled embeddings"", ""pooling_device"": ""GPU with CPU fallback""}",not_reported,not_reported,not_reported,not_reported,CC-BY-NC-4.0,not_reported,,tier_3_aggregated_or_wsi,slide_or_case aggregation with supplied labels/outcomes,false,https://arxiv.org/pdf/2512.14019v1
pathobench.exaone2025.cptac_luad.kras-mutation,pathobench,cptac_luad,reported,102,case,task split/config automatically downloadable; raw images or embeddings external,existing categorical or ordinal target label,not_reported,null,not_reported,,"{""input_requirement"": ""precomputed patch or pooled embeddings"", ""pooling_device"": ""GPU with CPU fallback""}",not_reported,not_reported,not_reported,not_reported,CC-BY-NC-4.0,not_reported,,tier_3_aggregated_or_wsi,slide_or_case aggregation with supplied labels/outcomes,false,https://arxiv.org/pdf/2512.14019v1
pathobench.exaone2025.cptac_luad.os,pathobench,cptac_luad,reported,105,case,task split/config automatically downloadable; raw images or embeddings external,existing event and time-to-event outcome,not_reported,null,not_reported,,"{""input_requirement"": ""precomputed patch or pooled embeddings"", ""pooling_device"": ""GPU with CPU fallback""}",not_reported,not_reported,not_reported,not_reported,CC-BY-NC-4.0,not_reported,,tier_3_aggregated_or_wsi,slide_or_case aggregation with supplied labels/outcomes,false,https://arxiv.org/pdf/2512.14019v1
pathobench.exaone2025.cptac_luad.stk11-mutation,pathobench,cptac_luad,reported,108,case,task split/config automatically downloadable; raw images or embeddings external,existing categorical or ordinal target label,not_reported,null,not_reported,,"{""input_requirement"": ""precomputed patch or pooled embeddings"", ""pooling_device"": ""GPU with CPU fallback""}",not_reported,not_reported,not_reported,not_reported,CC-BY-NC-4.0,not_reported,,tier_3_aggregated_or_wsi,slide_or_case aggregation with supplied labels/outcomes,false,https://arxiv.org/pdf/2512.14019v1
pathobench.exaone2025.cptac_luad.tp53-mutation,pathobench,cptac_luad,reported,108,case,task split/config automatically downloadable; raw images or embeddings external,existing categorical or ordinal target label,not_reported,null,not_reported,,"{""input_requirement"": ""precomputed patch or pooled embeddings"", ""pooling_device"": ""GPU with CPU fallback""}",not_reported,not_reported,not_reported,not_reported,CC-BY-NC-4.0,not_reported,,tier_3_aggregated_or_wsi,slide_or_case aggregation with supplied labels/outcomes,false,https://arxiv.org/pdf/2512.14019v1
pathobench.exaone2025.cptac_ov.immune-class,pathobench,cptac_ov,reported,51,case,task split/config automatically downloadable; raw images or embeddings external,existing categorical or ordinal target label,not_reported,null,not_reported,,"{""input_requirement"": ""precomputed patch or pooled embeddings"", ""pooling_device"": ""GPU with CPU fallback""}",not_reported,not_reported,not_reported,not_reported,CC-BY-NC-4.0,not_reported,,tier_3_aggregated_or_wsi,slide_or_case aggregation with supplied labels/outcomes,false,https://arxiv.org/pdf/2512.14019v1
pathobench.exaone2025.cptac_pda.immune-class,pathobench,cptac_pda,reported,105,case,task split/config automatically downloadable; raw images or embeddings external,existing categorical or ordinal target label,not_reported,null,not_reported,,"{""input_requirement"": ""precomputed patch or pooled embeddings"", ""pooling_device"": ""GPU with CPU fallback""}",not_reported,not_reported,not_reported,not_reported,CC-BY-NC-4.0,not_reported,,tier_3_aggregated_or_wsi,slide_or_case aggregation with supplied labels/outcomes,false,https://arxiv.org/pdf/2512.14019v1
pathobench.exaone2025.cptac_pda.os,pathobench,cptac_pda,reported,97,case,task split/config automatically downloadable; raw images or embeddings external,existing event and time-to-event outcome,not_reported,null,not_reported,,"{""input_requirement"": ""precomputed patch or pooled embeddings"", ""pooling_device"": ""GPU with CPU fallback""}",not_reported,not_reported,not_reported,not_reported,CC-BY-NC-4.0,not_reported,,tier_3_aggregated_or_wsi,slide_or_case aggregation with supplied labels/outcomes,false,https://arxiv.org/pdf/2512.14019v1
pathobench.exaone2025.cptac_pda.smad4-mutation,pathobench,cptac_pda,reported,105,case,task split/config automatically downloadable; raw images or embeddings external,existing categorical or ordinal target label,not_reported,null,not_reported,,"{""input_requirement"": ""precomputed patch or pooled embeddings"", ""pooling_device"": ""GPU with CPU fallback""}",not_reported,not_reported,not_reported,not_reported,CC-BY-NC-4.0,not_reported,,tier_3_aggregated_or_wsi,slide_or_case aggregation with supplied labels/outcomes,false,https://arxiv.org/pdf/2512.14019v1
pathobench.exaone2025.cptac_ucec.ctnnb1-mutation,pathobench,cptac_ucec,reported,93,case,task split/config automatically downloadable; raw images or embeddings external,existing categorical or ordinal target label,not_reported,null,not_reported,,"{""input_requirement"": ""precomputed patch or pooled embeddings"", ""pooling_device"": ""GPU with CPU fallback""}",not_reported,not_reported,not_reported,not_reported,CC-BY-NC-4.0,not_reported,,tier_3_aggregated_or_wsi,slide_or_case aggregation with supplied labels/outcomes,false,https://arxiv.org/pdf/2512.14019v1
pathobench.exaone2025.cptac_ucec.immune-class,pathobench,cptac_ucec,reported,94,case,task split/config automatically downloadable; raw images or embeddings external,existing categorical or ordinal target label,not_reported,null,not_reported,,"{""input_requirement"": ""precomputed patch or pooled embeddings"", ""pooling_device"": ""GPU with CPU fallback""}",not_reported,not_reported,not_reported,not_reported,CC-BY-NC-4.0,not_reported,,tier_3_aggregated_or_wsi,slide_or_case aggregation with supplied labels/outcomes,false,https://arxiv.org/pdf/2512.14019v1
pathobench.exaone2025.cptac_ucec.pten-mutation,pathobench,cptac_ucec,reported,93,case,task split/config automatically downloadable; raw images or embeddings external,existing categorical or ordinal target label,not_reported,null,not_reported,,"{""input_requirement"": ""precomputed patch or pooled embeddings"", ""pooling_device"": ""GPU with CPU fallback""}",not_reported,not_reported,not_reported,not_reported,CC-BY-NC-4.0,not_reported,,tier_3_aggregated_or_wsi,slide_or_case aggregation with supplied labels/outcomes,false,https://arxiv.org/pdf/2512.14019v1
pathobench.exaone2025.ebrains.diagnosis,pathobench,ebrains,reported,2319,slide,task split/config automatically downloadable; raw images or embeddings external,existing categorical or ordinal target label,not_reported,null,not_reported,,"{""input_requirement"": ""precomputed patch or pooled embeddings"", ""pooling_device"": ""GPU with CPU fallback""}",not_reported,not_reported,not_reported,not_reported,CC-BY-NC-4.0,not_reported,,tier_3_aggregated_or_wsi,slide_or_case aggregation with supplied labels/outcomes,false,https://arxiv.org/pdf/2512.14019v1
pathobench.exaone2025.ebrains.diagnosis-group,pathobench,ebrains,reported,2319,slide,task split/config automatically downloadable; raw images or embeddings external,existing categorical or ordinal target label,not_reported,null,not_reported,,"{""input_requirement"": ""precomputed patch or pooled embeddings"", ""pooling_device"": ""GPU with CPU fallback""}",not_reported,not_reported,not_reported,not_reported,CC-BY-NC-4.0,not_reported,,tier_3_aggregated_or_wsi,slide_or_case aggregation with supplied labels/outcomes,false,https://arxiv.org/pdf/2512.14019v1
pathobench.exaone2025.ebrains.idh-status,pathobench,ebrains,reported,848,slide,task split/config automatically downloadable; raw images or embeddings external,existing categorical or ordinal target label,not_reported,null,not_reported,,"{""input_requirement"": ""precomputed patch or pooled embeddings"", ""pooling_device"": ""GPU with CPU fallback""}",not_reported,not_reported,not_reported,not_reported,CC-BY-NC-4.0,not_reported,,tier_3_aggregated_or_wsi,slide_or_case aggregation with supplied labels/outcomes,false,https://arxiv.org/pdf/2512.14019v1
pathobench.exaone2025.hancook.grading-scc-conventional-keratinizing,pathobench,hancook,reported,383,case,task split/config automatically downloadable; raw images or embeddings external,existing categorical or ordinal target label,not_reported,null,not_reported,,"{""input_requirement"": ""precomputed patch or pooled embeddings"", ""pooling_device"": ""GPU with CPU fallback""}",not_reported,not_reported,not_reported,not_reported,CC-BY-NC-4.0,not_reported,,tier_3_aggregated_or_wsi,slide_or_case aggregation with supplied labels/outcomes,false,https://arxiv.org/pdf/2512.14019v1
pathobench.exaone2025.hancook.grading-scc-conventional-nonkeratinizing,pathobench,hancook,reported,74,case,task split/config automatically downloadable; raw images or embeddings external,existing categorical or ordinal target label,not_reported,null,not_reported,,"{""input_requirement"": ""precomputed patch or pooled embeddings"", ""pooling_device"": ""GPU with CPU fallback""}",not_reported,not_reported,not_reported,not_reported,CC-BY-NC-4.0,not_reported,,tier_3_aggregated_or_wsi,slide_or_case aggregation with supplied labels/outcomes,false,https://arxiv.org/pdf/2512.14019v1
pathobench.exaone2025.hancook.lymphovascular-invasion-l,pathobench,hancook,reported,697,case,task split/config automatically downloadable; raw images or embeddings external,existing categorical or ordinal target label,not_reported,null,not_reported,,"{""input_requirement"": ""precomputed patch or pooled embeddings"", ""pooling_device"": ""GPU with CPU fallback""}",not_reported,not_reported,not_reported,not_reported,CC-BY-NC-4.0,not_reported,,tier_3_aggregated_or_wsi,slide_or_case aggregation with supplied labels/outcomes,false,https://arxiv.org/pdf/2512.14019v1
pathobench.exaone2025.hancook.os-treatment-rdc,pathobench,hancook,reported,203,case,task split/config automatically downloadable; raw images or embeddings external,existing event and time-to-event outcome,not_reported,null,not_reported,,"{""input_requirement"": ""precomputed patch or pooled embeddings"", ""pooling_device"": ""GPU with CPU fallback""}",not_reported,not_reported,not_reported,not_reported,CC-BY-NC-4.0,not_reported,,tier_3_aggregated_or_wsi,slide_or_case aggregation with supplied labels/outcomes,false,https://arxiv.org/pdf/2512.14019v1
pathobench.exaone2025.hancook.perineural-invasion-pn,pathobench,hancook,reported,697,case,task split/config automatically downloadable; raw images or embeddings external,existing categorical or ordinal target label,not_reported,null,not_reported,,"{""input_requirement"": ""precomputed patch or pooled embeddings"", ""pooling_device"": ""GPU with CPU fallback""}",not_reported,not_reported,not_reported,not_reported,CC-BY-NC-4.0,not_reported,,tier_3_aggregated_or_wsi,slide_or_case aggregation with supplied labels/outcomes,false,https://arxiv.org/pdf/2512.14019v1
pathobench.exaone2025.hancook.primarily-metastasis,pathobench,hancook,reported,676,case,task split/config automatically downloadable; raw images or embeddings external,existing categorical or ordinal target label,not_reported,null,not_reported,,"{""input_requirement"": ""precomputed patch or pooled embeddings"", ""pooling_device"": ""GPU with CPU fallback""}",not_reported,not_reported,not_reported,not_reported,CC-BY-NC-4.0,not_reported,,tier_3_aggregated_or_wsi,slide_or_case aggregation with supplied labels/outcomes,false,https://arxiv.org/pdf/2512.14019v1
pathobench.exaone2025.hancook.primary-tumor-site,pathobench,hancook,reported,696,case,task split/config automatically downloadable; raw images or embeddings external,existing categorical or ordinal target label,not_reported,null,not_reported,,"{""input_requirement"": ""precomputed patch or pooled embeddings"", ""pooling_device"": ""GPU with CPU fallback""}",not_reported,not_reported,not_reported,not_reported,CC-BY-NC-4.0,not_reported,,tier_3_aggregated_or_wsi,slide_or_case aggregation with supplied labels/outcomes,false,https://arxiv.org/pdf/2512.14019v1
pathobench.exaone2025.hancook.vascular-invasion-v,pathobench,hancook,reported,697,case,task split/config automatically downloadable; raw images or embeddings external,existing categorical or ordinal target label,not_reported,null,not_reported,,"{""input_requirement"": ""precomputed patch or pooled embeddings"", ""pooling_device"": ""GPU with CPU fallback""}",not_reported,not_reported,not_reported,not_reported,CC-BY-NC-4.0,not_reported,,tier_3_aggregated_or_wsi,slide_or_case aggregation with supplied labels/outcomes,false,https://arxiv.org/pdf/2512.14019v1
pathobench.exaone2025.herroi.response,pathobench,herroi,reported,85,slide,task split/config automatically downloadable; raw images or embeddings external,existing categorical or ordinal target label,not_reported,null,not_reported,,"{""input_requirement"": ""precomputed patch or pooled embeddings"", ""pooling_device"": ""GPU with CPU fallback""}",not_reported,not_reported,not_reported,not_reported,CC-BY-NC-4.0,not_reported,,tier_3_aggregated_or_wsi,slide_or_case aggregation with supplied labels/outcomes,false,https://arxiv.org/pdf/2512.14019v1
pathobench.exaone2025.imp.grade,pathobench,imp,reported,5333,slide,task split/config automatically downloadable; raw images or embeddings external,existing categorical or ordinal target label,not_reported,null,not_reported,,"{""input_requirement"": ""precomputed patch or pooled embeddings"", ""pooling_device"": ""GPU with CPU fallback""}",not_reported,not_reported,not_reported,not_reported,CC-BY-NC-4.0,not_reported,,tier_3_aggregated_or_wsi,slide_or_case aggregation with supplied labels/outcomes,false,https://arxiv.org/pdf/2512.14019v1
pathobench.exaone2025.mbc_.os,pathobench,mbc_,reported,75,case,task split/config automatically downloadable; raw images or embeddings external,existing event and time-to-event outcome,not_reported,null,not_reported,,"{""input_requirement"": ""precomputed patch or pooled embeddings"", ""pooling_device"": ""GPU with CPU fallback""}",not_reported,not_reported,not_reported,not_reported,CC-BY-NC-4.0,not_reported,,tier_3_aggregated_or_wsi,slide_or_case aggregation with supplied labels/outcomes,false,https://arxiv.org/pdf/2512.14019v1
pathobench.exaone2025.mbc_.recist,pathobench,mbc_,reported,76,case,task split/config automatically downloadable; raw images or embeddings external,existing categorical or ordinal target label,not_reported,null,not_reported,,"{""input_requirement"": ""precomputed patch or pooled embeddings"", ""pooling_device"": ""GPU with CPU fallback""}",not_reported,not_reported,not_reported,not_reported,CC-BY-NC-4.0,not_reported,,tier_3_aggregated_or_wsi,slide_or_case aggregation with supplied labels/outcomes,false,https://arxiv.org/pdf/2512.14019v1
pathobench.exaone2025.mut-het-rcc.bap1-mutation,pathobench,mut-het-rcc,reported,1291,case,task split/config automatically downloadable; raw images or embeddings external,existing categorical or ordinal target label,not_reported,null,not_reported,,"{""input_requirement"": ""precomputed patch or pooled embeddings"", ""pooling_device"": ""GPU with CPU fallback""}",not_reported,not_reported,not_reported,not_reported,CC-BY-NC-4.0,not_reported,,tier_3_aggregated_or_wsi,slide_or_case aggregation with supplied labels/outcomes,false,https://arxiv.org/pdf/2512.14019v1
pathobench.exaone2025.mut-het-rcc.pbrm1-mutation,pathobench,mut-het-rcc,reported,1291,case,task split/config automatically downloadable; raw images or embeddings external,existing categorical or ordinal target label,not_reported,null,not_reported,,"{""input_requirement"": ""precomputed patch or pooled embeddings"", ""pooling_device"": ""GPU with CPU fallback""}",not_reported,not_reported,not_reported,not_reported,CC-BY-NC-4.0,not_reported,,tier_3_aggregated_or_wsi,slide_or_case aggregation with supplied labels/outcomes,false,https://arxiv.org/pdf/2512.14019v1
pathobench.exaone2025.mut-het-rcc.setd2-mutation,pathobench,mut-het-rcc,reported,1291,case,task split/config automatically downloadable; raw images or embeddings external,existing categorical or ordinal target label,not_reported,null,not_reported,,"{""input_requirement"": ""precomputed patch or pooled embeddings"", ""pooling_device"": ""GPU with CPU fallback""}",not_reported,not_reported,not_reported,not_reported,CC-BY-NC-4.0,not_reported,,tier_3_aggregated_or_wsi,slide_or_case aggregation with supplied labels/outcomes,false,https://arxiv.org/pdf/2512.14019v1
pathobench.exaone2025.nadt.response,pathobench,nadt,reported,36,case,task split/config automatically downloadable; raw images or embeddings external,existing categorical or ordinal target label,not_reported,null,not_reported,,"{""input_requirement"": ""precomputed patch or pooled embeddings"", ""pooling_device"": ""GPU with CPU fallback""}",not_reported,not_reported,not_reported,not_reported,CC-BY-NC-4.0,not_reported,,tier_3_aggregated_or_wsi,slide_or_case aggregation with supplied labels/outcomes,false,https://arxiv.org/pdf/2512.14019v1
pathobench.exaone2025.natbrca.lymphovascular-invasion,pathobench,natbrca,reported,53,slide,task split/config automatically downloadable; raw images or embeddings external,existing categorical or ordinal target label,not_reported,null,not_reported,,"{""input_requirement"": ""precomputed patch or pooled embeddings"", ""pooling_device"": ""GPU with CPU fallback""}",not_reported,not_reported,not_reported,not_reported,CC-BY-NC-4.0,not_reported,,tier_3_aggregated_or_wsi,slide_or_case aggregation with supplied labels/outcomes,false,https://arxiv.org/pdf/2512.14019v1
pathobench.exaone2025.ovarian.response,pathobench,ovarian,reported,36,case,task split/config automatically downloadable; raw images or embeddings external,existing categorical or ordinal target label,not_reported,null,not_reported,,"{""input_requirement"": ""precomputed patch or pooled embeddings"", ""pooling_device"": ""GPU with CPU fallback""}",not_reported,not_reported,not_reported,not_reported,CC-BY-NC-4.0,not_reported,,tier_3_aggregated_or_wsi,slide_or_case aggregation with supplied labels/outcomes,false,https://arxiv.org/pdf/2512.14019v1
pathobench.exaone2025.panda.isup-grade,pathobench,panda,reported,9555,slide,task split/config automatically downloadable; raw images or embeddings external,existing categorical or ordinal target label,not_reported,null,not_reported,,"{""input_requirement"": ""precomputed patch or pooled embeddings"", ""pooling_device"": ""GPU with CPU fallback""}",not_reported,not_reported,not_reported,not_reported,CC-BY-NC-4.0,not_reported,,tier_3_aggregated_or_wsi,slide_or_case aggregation with supplied labels/outcomes,false,https://arxiv.org/pdf/2512.14019v1
pathobench.exaone2025.sr386_.braf-mutant-binary,pathobench,sr386_,reported,388,case,task split/config automatically downloadable; raw images or embeddings external,existing categorical or ordinal target label,not_reported,null,not_reported,,"{""input_requirement"": ""precomputed patch or pooled embeddings"", ""pooling_device"": ""GPU with CPU fallback""}",not_reported,not_reported,not_reported,not_reported,CC-BY-NC-4.0,not_reported,,tier_3_aggregated_or_wsi,slide_or_case aggregation with supplied labels/outcomes,false,https://arxiv.org/pdf/2512.14019v1
pathobench.exaone2025.sr386_.died-within-5-years,pathobench,sr386_,reported,387,case,task split/config automatically downloadable; raw images or embeddings external,existing categorical or ordinal target label,not_reported,null,not_reported,,"{""input_requirement"": ""precomputed patch or pooled embeddings"", ""pooling_device"": ""GPU with CPU fallback""}",not_reported,not_reported,not_reported,not_reported,CC-BY-NC-4.0,not_reported,,tier_3_aggregated_or_wsi,slide_or_case aggregation with supplied labels/outcomes,false,https://arxiv.org/pdf/2512.14019v1
pathobench.exaone2025.sr386_.mmr-loss-binary,pathobench,sr386_,reported,389,case,task split/config automatically downloadable; raw images or embeddings external,existing categorical or ordinal target label,not_reported,null,not_reported,,"{""input_requirement"": ""precomputed patch or pooled embeddings"", ""pooling_device"": ""GPU with CPU fallback""}",not_reported,not_reported,not_reported,not_reported,CC-BY-NC-4.0,not_reported,,tier_3_aggregated_or_wsi,slide_or_case aggregation with supplied labels/outcomes,false,https://arxiv.org/pdf/2512.14019v1
pathobench.exaone2025.sr386_.os,pathobench,sr386_,reported,144,case,task split/config automatically downloadable; raw images or embeddings external,existing event and time-to-event outcome,not_reported,null,not_reported,,"{""input_requirement"": ""precomputed patch or pooled embeddings"", ""pooling_device"": ""GPU with CPU fallback""}",not_reported,not_reported,not_reported,not_reported,CC-BY-NC-4.0,not_reported,,tier_3_aggregated_or_wsi,slide_or_case aggregation with supplied labels/outcomes,false,https://arxiv.org/pdf/2512.14019v1
pathobench.exaone2025.sr386_.ras-mutant-binary,pathobench,sr386_,reported,389,case,task split/config automatically downloadable; raw images or embeddings external,existing categorical or ordinal target label,not_reported,null,not_reported,,"{""input_requirement"": ""precomputed patch or pooled embeddings"", ""pooling_device"": ""GPU with CPU fallback""}",not_reported,not_reported,not_reported,not_reported,CC-BY-NC-4.0,not_reported,,tier_3_aggregated_or_wsi,slide_or_case aggregation with supplied labels/outcomes,false,https://arxiv.org/pdf/2512.14019v1
pathobench.exaone2025.visiomel.relapse-noprev-melanoma,pathobench,visiomel,reported,584,case,task split/config automatically downloadable; raw images or embeddings external,existing categorical or ordinal target label,not_reported,null,not_reported,,"{""input_requirement"": ""precomputed patch or pooled embeddings"", ""pooling_device"": ""GPU with CPU fallback""}",not_reported,not_reported,not_reported,not_reported,CC-BY-NC-4.0,not_reported,,tier_3_aggregated_or_wsi,slide_or_case aggregation with supplied labels/outcomes,false,https://arxiv.org/pdf/2512.14019v1
pathobench.exaone2025.visiomel.relapse-overall,pathobench,visiomel,reported,1341,case,task split/config automatically downloadable; raw images or embeddings external,existing categorical or ordinal target label,not_reported,null,not_reported,,"{""input_requirement"": ""precomputed patch or pooled embeddings"", ""pooling_device"": ""GPU with CPU fallback""}",not_reported,not_reported,not_reported,not_reported,CC-BY-NC-4.0,not_reported,,tier_3_aggregated_or_wsi,slide_or_case aggregation with supplied labels/outcomes,false,https://arxiv.org/pdf/2512.14019v1
pathobench.threads2025.bcnb.er,pathobench,bcnb,reported,1058,case,task split/config automatically downloadable; raw images or embeddings external,existing categorical or ordinal target label,not_reported,null,not_reported,,"{""input_requirement"": ""precomputed patch or pooled embeddings"", ""pooling_device"": ""GPU with CPU fallback""}",not_reported,not_reported,not_reported,not_reported,CC-BY-NC-4.0,not_reported,,tier_3_aggregated_or_wsi,slide_or_case aggregation with supplied labels/outcomes,false,https://arxiv.org/html/2501.16652v1#S0.T11
pathobench.threads2025.bcnb.her2,pathobench,bcnb,reported,1058,case,task split/config automatically downloadable; raw images or embeddings external,existing categorical or ordinal target label,not_reported,null,not_reported,,"{""input_requirement"": ""precomputed patch or pooled embeddings"", ""pooling_device"": ""GPU with CPU fallback""}",not_reported,not_reported,not_reported,not_reported,CC-BY-NC-4.0,not_reported,,tier_3_aggregated_or_wsi,slide_or_case aggregation with supplied labels/outcomes,false,https://arxiv.org/html/2501.16652v1#S0.T11
pathobench.threads2025.bcnb.pr,pathobench,bcnb,reported,1058,case,task split/config automatically downloadable; raw images or embeddings external,existing categorical or ordinal target label,not_reported,null,not_reported,,"{""input_requirement"": ""precomputed patch or pooled embeddings"", ""pooling_device"": ""GPU with CPU fallback""}",not_reported,not_reported,not_reported,not_reported,CC-BY-NC-4.0,not_reported,,tier_3_aggregated_or_wsi,slide_or_case aggregation with supplied labels/outcomes,false,https://arxiv.org/html/2501.16652v1#S0.T11
