"source_id","source_revision","source_sha256","source_locator","model_alias","model_id","suite_id","evaluation_id","base_evaluation_id","dataset_id","task_name","task_family","target","sample_unit","task_type","endpoint","metric","direction","value","uncertainty","protocol","reference_url","disposition","disposition_reason"
"h0mini_arxiv_v3","arxiv:2501.16239v3","222798059c15b554528d61f8caa04de8fcc2d5cc23997607dc25d851282a6f08","main_preprint.tex:Table 3/tab:plism_results|model=H0-mini|context=fixed-scanner cross-staining|metric=top10_accuracy_median","H0-mini","h0-mini","plism","plism.h0mini2025.fixed_scanner_cross_staining.top10_accuracy","","plism_fixed_scanner_cross_staining","PLISM fixed-scanner cross-staining top10 accuracy median","representation_robustness","matched-tile embedding robustness","registered_slide_pair","robustness_analysis","fixed_scanner_cross_staining","top10_accuracy","higher","0.32","interquartile_range=0.33","H0-mini paper PLISM protocol; median over corresponding public slide pairs with IQR; cosine similarity or matched-tile top-10 retrieval accuracy.","https://arxiv.org/abs/2501.16239v3","accepted_public_leaf","Public leaf score under an exact paper-versioned context. The final table header has a conflicting down-arrow typo; metric definition, prose, and bolding establish higher is better."
"h0mini_arxiv_v3","arxiv:2501.16239v3","222798059c15b554528d61f8caa04de8fcc2d5cc23997607dc25d851282a6f08","main_preprint.tex:Table 3/tab:plism_results|model=H0-mini|context=cross-staining cross-scanner|metric=cosine_similarity_median","H0-mini","h0-mini","plism","plism.h0mini2025.cross_staining_cross_scanner.cosine_similarity","","plism_cross_staining_cross_scanner","PLISM cross-staining cross-scanner cosine similarity median","representation_robustness","matched-tile embedding robustness","registered_slide_pair","robustness_analysis","cross_staining_cross_scanner","cosine_similarity","higher","0.79","interquartile_range=0.11","H0-mini paper PLISM protocol; median over corresponding public slide pairs with IQR; cosine similarity or matched-tile top-10 retrieval accuracy.","https://arxiv.org/abs/2501.16239v3","accepted_public_leaf","Public leaf score under an exact paper-versioned context. The final table header has a conflicting down-arrow typo; metric definition, prose, and bolding establish higher is better."
"h0mini_arxiv_v3","arxiv:2501.16239v3","222798059c15b554528d61f8caa04de8fcc2d5cc23997607dc25d851282a6f08","main_preprint.tex:Table 3/tab:plism_results|model=H0-mini|context=cross-staining cross-scanner|metric=top10_accuracy_median","H0-mini","h0-mini","plism","plism.h0mini2025.cross_staining_cross_scanner.top10_accuracy","","plism_cross_staining_cross_scanner","PLISM cross-staining cross-scanner top10 accuracy median","representation_robustness","matched-tile embedding robustness","registered_slide_pair","robustness_analysis","cross_staining_cross_scanner","top10_accuracy","higher","0.18","interquartile_range=0.25","H0-mini paper PLISM protocol; median over corresponding public slide pairs with IQR; cosine similarity or matched-tile top-10 retrieval accuracy.","https://arxiv.org/abs/2501.16239v3","accepted_public_leaf","Public leaf score under an exact paper-versioned context. The final table header has a conflicting down-arrow typo; metric definition, prose, and bolding establish higher is better."
"h0mini_arxiv_v3","arxiv:2501.16239v3","222798059c15b554528d61f8caa04de8fcc2d5cc23997607dc25d851282a6f08","main_preprint.tex:Table 3/tab:plism_results|model=UNI2-h|context=fixed-staining cross-scanner|metric=cosine_similarity_median","UNI2-h","uni2-h","plism","plism.h0mini2025.fixed_staining_cross_scanner.cosine_similarity","","plism_fixed_staining_cross_scanner","PLISM fixed-staining cross-scanner cosine similarity median","representation_robustness","matched-tile embedding robustness","registered_slide_pair","robustness_analysis","fixed_staining_cross_scanner","cosine_similarity","higher","0.76","interquartile_range=0.17","H0-mini paper PLISM protocol; median over corresponding public slide pairs with IQR; cosine similarity or matched-tile top-10 retrieval accuracy.","https://arxiv.org/abs/2501.16239v3","accepted_public_leaf","Public leaf score under an exact paper-versioned context. The final table header has a conflicting down-arrow typo; metric definition, prose, and bolding establish higher is better."
"h0mini_arxiv_v3","arxiv:2501.16239v3","222798059c15b554528d61f8caa04de8fcc2d5cc23997607dc25d851282a6f08","main_preprint.tex:Table 3/tab:plism_results|model=UNI2-h|context=fixed-staining cross-scanner|metric=top10_accuracy_median","UNI2-h","uni2-h","plism","plism.h0mini2025.fixed_staining_cross_scanner.top10_accuracy","","plism_fixed_staining_cross_scanner","PLISM fixed-staining cross-scanner top10 accuracy median","representation_robustness","matched-tile embedding robustness","registered_slide_pair","robustness_analysis","fixed_staining_cross_scanner","top10_accuracy","higher","0.50","interquartile_range=0.56","H0-mini paper PLISM protocol; median over corresponding public slide pairs with IQR; cosine similarity or matched-tile top-10 retrieval accuracy.","https://arxiv.org/abs/2501.16239v3","accepted_public_leaf","Public leaf score under an exact paper-versioned context. The final table header has a conflicting down-arrow typo; metric definition, prose, and bolding establish higher is better."
"h0mini_arxiv_v3","arxiv:2501.16239v3","222798059c15b554528d61f8caa04de8fcc2d5cc23997607dc25d851282a6f08","main_preprint.tex:Table 3/tab:plism_results|model=UNI2-h|context=fixed-scanner cross-staining|metric=cosine_similarity_median","UNI2-h","uni2-h","plism","plism.h0mini2025.fixed_scanner_cross_staining.cosine_similarity","","plism_fixed_scanner_cross_staining","PLISM fixed-scanner cross-staining cosine similarity median","representation_robustness","matched-tile embedding robustness","registered_slide_pair","robustness_analysis","fixed_scanner_cross_staining","cosine_similarity","higher","0.68","interquartile_range=0.13","H0-mini paper PLISM protocol; median over corresponding public slide pairs with IQR; cosine similarity or matched-tile top-10 retrieval accuracy.","https://arxiv.org/abs/2501.16239v3","accepted_public_leaf","Public leaf score under an exact paper-versioned context. The final table header has a conflicting down-arrow typo; metric definition, prose, and bolding establish higher is better."
"h0mini_arxiv_v3","arxiv:2501.16239v3","222798059c15b554528d61f8caa04de8fcc2d5cc23997607dc25d851282a6f08","main_preprint.tex:Table 3/tab:plism_results|model=UNI2-h|context=fixed-scanner cross-staining|metric=top10_accuracy_median","UNI2-h","uni2-h","plism","plism.h0mini2025.fixed_scanner_cross_staining.top10_accuracy","","plism_fixed_scanner_cross_staining","PLISM fixed-scanner cross-staining top10 accuracy median","representation_robustness","matched-tile embedding robustness","registered_slide_pair","robustness_analysis","fixed_scanner_cross_staining","top10_accuracy","higher","0.19","interquartile_range=0.25","H0-mini paper PLISM protocol; median over corresponding public slide pairs with IQR; cosine similarity or matched-tile top-10 retrieval accuracy.","https://arxiv.org/abs/2501.16239v3","accepted_public_leaf","Public leaf score under an exact paper-versioned context. The final table header has a conflicting down-arrow typo; metric definition, prose, and bolding establish higher is better."
"h0mini_arxiv_v3","arxiv:2501.16239v3","222798059c15b554528d61f8caa04de8fcc2d5cc23997607dc25d851282a6f08","main_preprint.tex:Table 3/tab:plism_results|model=UNI2-h|context=cross-staining cross-scanner|metric=cosine_similarity_median","UNI2-h","uni2-h","plism","plism.h0mini2025.cross_staining_cross_scanner.cosine_similarity","","plism_cross_staining_cross_scanner","PLISM cross-staining cross-scanner cosine similarity median","representation_robustness","matched-tile embedding robustness","registered_slide_pair","robustness_analysis","cross_staining_cross_scanner","cosine_similarity","higher","0.56","interquartile_range=0.17","H0-mini paper PLISM protocol; median over corresponding public slide pairs with IQR; cosine similarity or matched-tile top-10 retrieval accuracy.","https://arxiv.org/abs/2501.16239v3","accepted_public_leaf","Public leaf score under an exact paper-versioned context. The final table header has a conflicting down-arrow typo; metric definition, prose, and bolding establish higher is better."
"h0mini_arxiv_v3","arxiv:2501.16239v3","222798059c15b554528d61f8caa04de8fcc2d5cc23997607dc25d851282a6f08","main_preprint.tex:Table 3/tab:plism_results|model=UNI2-h|context=cross-staining cross-scanner|metric=top10_accuracy_median","UNI2-h","uni2-h","plism","plism.h0mini2025.cross_staining_cross_scanner.top10_accuracy","","plism_cross_staining_cross_scanner","PLISM cross-staining cross-scanner top10 accuracy median","representation_robustness","matched-tile embedding robustness","registered_slide_pair","robustness_analysis","cross_staining_cross_scanner","top10_accuracy","higher","0.05","interquartile_range=0.10","H0-mini paper PLISM protocol; median over corresponding public slide pairs with IQR; cosine similarity or matched-tile top-10 retrieval accuracy.","https://arxiv.org/abs/2501.16239v3","accepted_public_leaf","Public leaf score under an exact paper-versioned context. The final table header has a conflicting down-arrow typo; metric definition, prose, and bolding establish higher is better."
"h0mini_arxiv_v3","arxiv:2501.16239v3","222798059c15b554528d61f8caa04de8fcc2d5cc23997607dc25d851282a6f08","main_preprint.tex:Table 4/tab:brca_results|model=H0-mini|task=gbrca|cohort=clb|metric=auc","H0-mini","h0-mini","breastbm_private","breastbm.h0mini2025.gbrca.clb.auc","","breastbm_clb","BreastBm gbrca clb auc","biomarker_prediction_robustness","gbrca","slide","classification","clb","auc","higher",".69","standard_error=0.02","H0-mini paper BreastBm protocol on private multi-scanner, multi-staining cohorts.","https://arxiv.org/abs/2501.16239v3","quarantined_private_cohort","Private cohort; retained only for source audit and excluded from public registry."
"h0mini_arxiv_v3","arxiv:2501.16239v3","222798059c15b554528d61f8caa04de8fcc2d5cc23997607dc25d851282a6f08","main_preprint.tex:Table 4/tab:brca_results|model=H0-mini|task=gbrca|cohort=curimeta|metric=auc","H0-mini","h0-mini","breastbm_private","breastbm.h0mini2025.gbrca.curimeta.auc","","breastbm_curimeta","BreastBm gbrca curimeta auc","biomarker_prediction_robustness","gbrca","slide","classification","curimeta","auc","higher",".69","standard_error=0.01","H0-mini paper BreastBm protocol on private multi-scanner, multi-staining cohorts.","https://arxiv.org/abs/2501.16239v3","quarantined_private_cohort","Private cohort; retained only for source audit and excluded from public registry."
"h0mini_arxiv_v3","arxiv:2501.16239v3","222798059c15b554528d61f8caa04de8fcc2d5cc23997607dc25d851282a6f08","main_preprint.tex:Table 4/tab:brca_results|model=H0-mini|task=gbrca|cohort=clb|metric=ccc","H0-mini","h0-mini","breastbm_private","breastbm.h0mini2025.gbrca.clb.ccc","","breastbm_clb","BreastBm gbrca clb ccc","biomarker_prediction_robustness","gbrca","slide","robustness_analysis","clb","ccc","higher",".92","standard_error=0.03","H0-mini paper BreastBm protocol on private multi-scanner, multi-staining cohorts.","https://arxiv.org/abs/2501.16239v3","quarantined_private_cohort","Private cohort; retained only for source audit and excluded from public registry."
"h0mini_arxiv_v3","arxiv:2501.16239v3","222798059c15b554528d61f8caa04de8fcc2d5cc23997607dc25d851282a6f08","main_preprint.tex:Table 4/tab:brca_results|model=H0-mini|task=gbrca|cohort=curimeta|metric=ccc","H0-mini","h0-mini","breastbm_private","breastbm.h0mini2025.gbrca.curimeta.ccc","","breastbm_curimeta","BreastBm gbrca curimeta ccc","biomarker_prediction_robustness","gbrca","slide","robustness_analysis","curimeta","ccc","higher",".88","confidence_interval=0.84-0.91","H0-mini paper BreastBm protocol on private multi-scanner, multi-staining cohorts.","https://arxiv.org/abs/2501.16239v3","quarantined_private_cohort","Private cohort; retained only for source audit and excluded from public registry."
"h0mini_arxiv_v3","arxiv:2501.16239v3","222798059c15b554528d61f8caa04de8fcc2d5cc23997607dc25d851282a6f08","main_preprint.tex:Table 4/tab:brca_results|model=H0-mini|task=er|cohort=clb|metric=auc","H0-mini","h0-mini","breastbm_private","breastbm.h0mini2025.er.clb.auc","","breastbm_clb","BreastBm er clb auc","biomarker_prediction_robustness","er","slide","classification","clb","auc","higher",".95","standard_error=0.00","H0-mini paper BreastBm protocol on private multi-scanner, multi-staining cohorts.","https://arxiv.org/abs/2501.16239v3","quarantined_private_cohort","Private cohort; retained only for source audit and excluded from public registry."
"h0mini_arxiv_v3","arxiv:2501.16239v3","222798059c15b554528d61f8caa04de8fcc2d5cc23997607dc25d851282a6f08","main_preprint.tex:Table 4/tab:brca_results|model=H0-mini|task=er|cohort=gr|metric=auc","H0-mini","h0-mini","breastbm_private","breastbm.h0mini2025.er.gr.auc","","breastbm_gr","BreastBm er gr auc","biomarker_prediction_robustness","er","slide","classification","gr","auc","higher",".76","standard_error=0.02","H0-mini paper BreastBm protocol on private multi-scanner, multi-staining cohorts.","https://arxiv.org/abs/2501.16239v3","quarantined_private_cohort","Private cohort; retained only for source audit and excluded from public registry."
"h0mini_arxiv_v3","arxiv:2501.16239v3","222798059c15b554528d61f8caa04de8fcc2d5cc23997607dc25d851282a6f08","main_preprint.tex:Table 4/tab:brca_results|model=H0-mini|task=er|cohort=curimeta|metric=auc","H0-mini","h0-mini","breastbm_private","breastbm.h0mini2025.er.curimeta.auc","","breastbm_curimeta","BreastBm er curimeta auc","biomarker_prediction_robustness","er","slide","classification","curimeta","auc","higher",".88","standard_error=0.00","H0-mini paper BreastBm protocol on private multi-scanner, multi-staining cohorts.","https://arxiv.org/abs/2501.16239v3","quarantined_private_cohort","Private cohort; retained only for source audit and excluded from public registry."
"h0mini_arxiv_v3","arxiv:2501.16239v3","222798059c15b554528d61f8caa04de8fcc2d5cc23997607dc25d851282a6f08","main_preprint.tex:Table 4/tab:brca_results|model=H0-mini|task=er|cohort=clb|metric=ccc","H0-mini","h0-mini","breastbm_private","breastbm.h0mini2025.er.clb.ccc","","breastbm_clb","BreastBm er clb ccc","biomarker_prediction_robustness","er","slide","robustness_analysis","clb","ccc","higher",".97","standard_error=0.02","H0-mini paper BreastBm protocol on private multi-scanner, multi-staining cohorts.","https://arxiv.org/abs/2501.16239v3","quarantined_private_cohort","Private cohort; retained only for source audit and excluded from public registry."
"h0mini_arxiv_v3","arxiv:2501.16239v3","222798059c15b554528d61f8caa04de8fcc2d5cc23997607dc25d851282a6f08","main_preprint.tex:Table 4/tab:brca_results|model=H0-mini|task=er|cohort=gr|metric=ccc","H0-mini","h0-mini","breastbm_private","breastbm.h0mini2025.er.gr.ccc","","breastbm_gr","BreastBm er gr ccc","biomarker_prediction_robustness","er","slide","robustness_analysis","gr","ccc","higher",".82","standard_error=0.08","H0-mini paper BreastBm protocol on private multi-scanner, multi-staining cohorts.","https://arxiv.org/abs/2501.16239v3","quarantined_private_cohort","Private cohort; retained only for source audit and excluded from public registry."
"h0mini_arxiv_v3","arxiv:2501.16239v3","222798059c15b554528d61f8caa04de8fcc2d5cc23997607dc25d851282a6f08","main_preprint.tex:Table 4/tab:brca_results|model=H0-mini|task=er|cohort=curimeta|metric=ccc","H0-mini","h0-mini","breastbm_private","breastbm.h0mini2025.er.curimeta.ccc","","breastbm_curimeta","BreastBm er curimeta ccc","biomarker_prediction_robustness","er","slide","robustness_analysis","curimeta","ccc","higher",".98","confidence_interval=0.97-0.98","H0-mini paper BreastBm protocol on private multi-scanner, multi-staining cohorts.","https://arxiv.org/abs/2501.16239v3","quarantined_private_cohort","Private cohort; retained only for source audit and excluded from public registry."
"h0mini_arxiv_v3","arxiv:2501.16239v3","222798059c15b554528d61f8caa04de8fcc2d5cc23997607dc25d851282a6f08","main_preprint.tex:Table 4/tab:brca_results|model=H0-mini|task=pr|cohort=clb|metric=auc","H0-mini","h0-mini","breastbm_private","breastbm.h0mini2025.pr.clb.auc","","breastbm_clb","BreastBm pr clb auc","biomarker_prediction_robustness","pr","slide","classification","clb","auc","higher",".89","standard_error=0.01","H0-mini paper BreastBm protocol on private multi-scanner, multi-staining cohorts.","https://arxiv.org/abs/2501.16239v3","quarantined_private_cohort","Private cohort; retained only for source audit and excluded from public registry."
"h0mini_arxiv_v3","arxiv:2501.16239v3","222798059c15b554528d61f8caa04de8fcc2d5cc23997607dc25d851282a6f08","main_preprint.tex:Table 4/tab:brca_results|model=H0-mini|task=pr|cohort=gr|metric=auc","H0-mini","h0-mini","breastbm_private","breastbm.h0mini2025.pr.gr.auc","","breastbm_gr","BreastBm pr gr auc","biomarker_prediction_robustness","pr","slide","classification","gr","auc","higher",".87","standard_error=0.00","H0-mini paper BreastBm protocol on private multi-scanner, multi-staining cohorts.","https://arxiv.org/abs/2501.16239v3","quarantined_private_cohort","Private cohort; retained only for source audit and excluded from public registry."
"h0mini_arxiv_v3","arxiv:2501.16239v3","222798059c15b554528d61f8caa04de8fcc2d5cc23997607dc25d851282a6f08","main_preprint.tex:Table 4/tab:brca_results|model=H0-mini|task=pr|cohort=curimeta|metric=auc","H0-mini","h0-mini","breastbm_private","breastbm.h0mini2025.pr.curimeta.auc","","breastbm_curimeta","BreastBm pr curimeta auc","biomarker_prediction_robustness","pr","slide","classification","curimeta","auc","higher",".69","standard_error=0.01","H0-mini paper BreastBm protocol on private multi-scanner, multi-staining cohorts.","https://arxiv.org/abs/2501.16239v3","quarantined_private_cohort","Private cohort; retained only for source audit and excluded from public registry."
"h0mini_arxiv_v3","arxiv:2501.16239v3","222798059c15b554528d61f8caa04de8fcc2d5cc23997607dc25d851282a6f08","main_preprint.tex:Table 4/tab:brca_results|model=H0-mini|task=pr|cohort=clb|metric=ccc","H0-mini","h0-mini","breastbm_private","breastbm.h0mini2025.pr.clb.ccc","","breastbm_clb","BreastBm pr clb ccc","biomarker_prediction_robustness","pr","slide","robustness_analysis","clb","ccc","higher",".96","standard_error=0.03","H0-mini paper BreastBm protocol on private multi-scanner, multi-staining cohorts.","https://arxiv.org/abs/2501.16239v3","quarantined_private_cohort","Private cohort; retained only for source audit and excluded from public registry."
"h0mini_arxiv_v3","arxiv:2501.16239v3","222798059c15b554528d61f8caa04de8fcc2d5cc23997607dc25d851282a6f08","main_preprint.tex:Table 4/tab:brca_results|model=H0-mini|task=pr|cohort=gr|metric=ccc","H0-mini","h0-mini","breastbm_private","breastbm.h0mini2025.pr.gr.ccc","","breastbm_gr","BreastBm pr gr ccc","biomarker_prediction_robustness","pr","slide","robustness_analysis","gr","ccc","higher",".78","standard_error=0.10","H0-mini paper BreastBm protocol on private multi-scanner, multi-staining cohorts.","https://arxiv.org/abs/2501.16239v3","quarantined_private_cohort","Private cohort; retained only for source audit and excluded from public registry."
"h0mini_arxiv_v3","arxiv:2501.16239v3","222798059c15b554528d61f8caa04de8fcc2d5cc23997607dc25d851282a6f08","main_preprint.tex:Table 4/tab:brca_results|model=H0-mini|task=pr|cohort=curimeta|metric=ccc","H0-mini","h0-mini","breastbm_private","breastbm.h0mini2025.pr.curimeta.ccc","","breastbm_curimeta","BreastBm pr curimeta ccc","biomarker_prediction_robustness","pr","slide","robustness_analysis","curimeta","ccc","higher",".98","confidence_interval=0.97-0.98","H0-mini paper BreastBm protocol on private multi-scanner, multi-staining cohorts.","https://arxiv.org/abs/2501.16239v3","quarantined_private_cohort","Private cohort; retained only for source audit and excluded from public registry."
"h0mini_arxiv_v3","arxiv:2501.16239v3","222798059c15b554528d61f8caa04de8fcc2d5cc23997607dc25d851282a6f08","main_preprint.tex:Table 4/tab:brca_results|model=H0-mini|task=her2|cohort=gr|metric=auc","H0-mini","h0-mini","breastbm_private","breastbm.h0mini2025.her2.gr.auc","","breastbm_gr","BreastBm her2 gr auc","biomarker_prediction_robustness","her2","slide","classification","gr","auc","higher",".66","standard_error=0.02","H0-mini paper BreastBm protocol on private multi-scanner, multi-staining cohorts.","https://arxiv.org/abs/2501.16239v3","quarantined_private_cohort","Private cohort; retained only for source audit and excluded from public registry."
"h0mini_arxiv_v3","arxiv:2501.16239v3","222798059c15b554528d61f8caa04de8fcc2d5cc23997607dc25d851282a6f08","main_preprint.tex:Table 4/tab:brca_results|model=H0-mini|task=her2|cohort=gr|metric=ccc","H0-mini","h0-mini","breastbm_private","breastbm.h0mini2025.her2.gr.ccc","","breastbm_gr","BreastBm her2 gr ccc","biomarker_prediction_robustness","her2","slide","robustness_analysis","gr","ccc","higher",".74","standard_error=0.14","H0-mini paper BreastBm protocol on private multi-scanner, multi-staining cohorts.","https://arxiv.org/abs/2501.16239v3","quarantined_private_cohort","Private cohort; retained only for source audit and excluded from public registry."
"plism_repo","git:5ec9511893af993f6faa099f093d1924b291aed2","d1715234a41f8da728ad669560bbcfc5253680db3403b400673d6a40a3955a64","README.md:Benchmark table dated 03/03/2025|model=H0-Mini|column=all_pairs cosine_similarity","H0-Mini","h0-mini","plism","plism.repo2025.all_pairs.cosine_similarity","","plism_all_pairs","PLISM all pairs cosine similarity","representation_robustness","matched-tile embedding robustness","registered_slide_pair","robustness_analysis","all_pairs","cosine_similarity","higher","0.800","not_reported","PLISM repository leaderboard dated 2025-03-03; 4,095 unique public slide pairs; all-pairs cosine similarity and context-specific matched-tile top-10 accuracy.","https://github.com/owkin/plism-benchmark/blob/5ec9511893af993f6faa099f093d1924b291aed2/README.md","accepted_public_leaf","Public leaf score under the pinned repository leaderboard version; not merged with the earlier paper table."
"plism_repo","git:5ec9511893af993f6faa099f093d1924b291aed2","d1715234a41f8da728ad669560bbcfc5253680db3403b400673d6a40a3955a64","README.md:Benchmark table dated 03/03/2025|model=H0-Mini|column=fixed_staining_cross_scanner top10_accuracy","H0-Mini","h0-mini","plism","plism.repo2025.fixed_staining_cross_scanner.top10_accuracy","","plism_fixed_staining_cross_scanner","PLISM fixed staining cross scanner top10 accuracy","representation_robustness","matched-tile embedding robustness","registered_slide_pair","robustness_analysis","fixed_staining_cross_scanner","top10_accuracy","higher","0.864","not_reported","PLISM repository leaderboard dated 2025-03-03; 4,095 unique public slide pairs; all-pairs cosine similarity and context-specific matched-tile top-10 accuracy.","https://github.com/owkin/plism-benchmark/blob/5ec9511893af993f6faa099f093d1924b291aed2/README.md","accepted_public_leaf","Public leaf score under the pinned repository leaderboard version; not merged with the earlier paper table."
"plism_repo","git:5ec9511893af993f6faa099f093d1924b291aed2","d1715234a41f8da728ad669560bbcfc5253680db3403b400673d6a40a3955a64","README.md:Benchmark table dated 03/03/2025|model=H0-Mini|column=fixed_scanner_cross_staining top10_accuracy","H0-Mini","h0-mini","plism","plism.repo2025.fixed_scanner_cross_staining.top10_accuracy","","plism_fixed_scanner_cross_staining","PLISM fixed scanner cross staining top10 accuracy","representation_robustness","matched-tile embedding robustness","registered_slide_pair","robustness_analysis","fixed_scanner_cross_staining","top10_accuracy","higher","0.318","not_reported","PLISM repository leaderboard dated 2025-03-03; 4,095 unique public slide pairs; all-pairs cosine similarity and context-specific matched-tile top-10 accuracy.","https://github.com/owkin/plism-benchmark/blob/5ec9511893af993f6faa099f093d1924b291aed2/README.md","accepted_public_leaf","Public leaf score under the pinned repository leaderboard version; not merged with the earlier paper table."
"plism_repo","git:5ec9511893af993f6faa099f093d1924b291aed2","d1715234a41f8da728ad669560bbcfc5253680db3403b400673d6a40a3955a64","README.md:Benchmark table dated 03/03/2025|model=H0-Mini|column=cross_staining_cross_scanner top10_accuracy","H0-Mini","h0-mini","plism","plism.repo2025.cross_staining_cross_scanner.top10_accuracy","","plism_cross_staining_cross_scanner","PLISM cross staining cross scanner top10 accuracy","representation_robustness","matched-tile embedding robustness","registered_slide_pair","robustness_analysis","cross_staining_cross_scanner","top10_accuracy","higher","0.183","not_reported","PLISM repository leaderboard dated 2025-03-03; 4,095 unique public slide pairs; all-pairs cosine similarity and context-specific matched-tile top-10 accuracy.","https://github.com/owkin/plism-benchmark/blob/5ec9511893af993f6faa099f093d1924b291aed2/README.md","accepted_public_leaf","Public leaf score under the pinned repository leaderboard version; not merged with the earlier paper table."
"plism_repo","git:5ec9511893af993f6faa099f093d1924b291aed2","d1715234a41f8da728ad669560bbcfc5253680db3403b400673d6a40a3955a64","README.md:Benchmark table dated 03/03/2025|model=UNI2-h|column=all_pairs cosine_similarity","UNI2-h","uni2-h","plism","plism.repo2025.all_pairs.cosine_similarity","","plism_all_pairs","PLISM all pairs cosine similarity","representation_robustness","matched-tile embedding robustness","registered_slide_pair","robustness_analysis","all_pairs","cosine_similarity","higher","0.591","not_reported","PLISM repository leaderboard dated 2025-03-03; 4,095 unique public slide pairs; all-pairs cosine similarity and context-specific matched-tile top-10 accuracy.","https://github.com/owkin/plism-benchmark/blob/5ec9511893af993f6faa099f093d1924b291aed2/README.md","accepted_public_leaf","Public leaf score under the pinned repository leaderboard version; not merged with the earlier paper table."
"plism_repo","git:5ec9511893af993f6faa099f093d1924b291aed2","d1715234a41f8da728ad669560bbcfc5253680db3403b400673d6a40a3955a64","README.md:Benchmark table dated 03/03/2025|model=UNI2-h|column=fixed_staining_cross_scanner top10_accuracy","UNI2-h","uni2-h","plism","plism.repo2025.fixed_staining_cross_scanner.top10_accuracy","","plism_fixed_staining_cross_scanner","PLISM fixed staining cross scanner top10 accuracy","representation_robustness","matched-tile embedding robustness","registered_slide_pair","robustness_analysis","fixed_staining_cross_scanner","top10_accuracy","higher","0.501","not_reported","PLISM repository leaderboard dated 2025-03-03; 4,095 unique public slide pairs; all-pairs cosine similarity and context-specific matched-tile top-10 accuracy.","https://github.com/owkin/plism-benchmark/blob/5ec9511893af993f6faa099f093d1924b291aed2/README.md","accepted_public_leaf","Public leaf score under the pinned repository leaderboard version; not merged with the earlier paper table."
"plism_repo","git:5ec9511893af993f6faa099f093d1924b291aed2","d1715234a41f8da728ad669560bbcfc5253680db3403b400673d6a40a3955a64","README.md:Benchmark table dated 03/03/2025|model=UNI2-h|column=fixed_scanner_cross_staining top10_accuracy","UNI2-h","uni2-h","plism","plism.repo2025.fixed_scanner_cross_staining.top10_accuracy","","plism_fixed_scanner_cross_staining","PLISM fixed scanner cross staining top10 accuracy","representation_robustness","matched-tile embedding robustness","registered_slide_pair","robustness_analysis","fixed_scanner_cross_staining","top10_accuracy","higher","0.190","not_reported","PLISM repository leaderboard dated 2025-03-03; 4,095 unique public slide pairs; all-pairs cosine similarity and context-specific matched-tile top-10 accuracy.","https://github.com/owkin/plism-benchmark/blob/5ec9511893af993f6faa099f093d1924b291aed2/README.md","accepted_public_leaf","Public leaf score under the pinned repository leaderboard version; not merged with the earlier paper table."
"plism_repo","git:5ec9511893af993f6faa099f093d1924b291aed2","d1715234a41f8da728ad669560bbcfc5253680db3403b400673d6a40a3955a64","README.md:Benchmark table dated 03/03/2025|model=UNI2-h|column=cross_staining_cross_scanner top10_accuracy","UNI2-h","uni2-h","plism","plism.repo2025.cross_staining_cross_scanner.top10_accuracy","","plism_cross_staining_cross_scanner","PLISM cross staining cross scanner top10 accuracy","representation_robustness","matched-tile embedding robustness","registered_slide_pair","robustness_analysis","cross_staining_cross_scanner","top10_accuracy","higher","0.046","not_reported","PLISM repository leaderboard dated 2025-03-03; 4,095 unique public slide pairs; all-pairs cosine similarity and context-specific matched-tile top-10 accuracy.","https://github.com/owkin/plism-benchmark/blob/5ec9511893af993f6faa099f093d1924b291aed2/README.md","accepted_public_leaf","Public leaf score under the pinned repository leaderboard version; not merged with the earlier paper table."
"plism_repo","git:5ec9511893af993f6faa099f093d1924b291aed2","d1715234a41f8da728ad669560bbcfc5253680db3403b400673d6a40a3955a64","README.md:Benchmark table dated 03/03/2025|model=H0-Mini|column=Leaderboard metric","H0-Mini","h0-mini","plism","plism.repo2025.aggregate.leaderboard_metric","","aggregate","PLISM leaderboard metric","aggregate","derived mean","model","aggregate","mean","mean_reported_score","higher",".541","not_reported","Arithmetic mean of four PLISM leaderboard metrics.","https://github.com/owkin/plism-benchmark/blob/5ec9511893af993f6faa099f093d1924b291aed2/README.md","excluded_derived_aggregate","Derived summary and rank are not independent benchmark tasks."
"plism_repo","git:5ec9511893af993f6faa099f093d1924b291aed2","d1715234a41f8da728ad669560bbcfc5253680db3403b400673d6a40a3955a64","README.md:Benchmark table dated 03/03/2025|model=UNI2-h|column=Leaderboard metric","UNI2-h","uni2-h","plism","plism.repo2025.aggregate.leaderboard_metric","","aggregate","PLISM leaderboard metric","aggregate","derived mean","model","aggregate","mean","mean_reported_score","higher",".332","not_reported","Arithmetic mean of four PLISM leaderboard metrics.","https://github.com/owkin/plism-benchmark/blob/5ec9511893af993f6faa099f093d1924b291aed2/README.md","excluded_derived_aggregate","Derived summary and rank are not independent benchmark tasks."
