evaluation_id,suite_id,dataset_id,task_name,task_family,target,sample_unit,task_type,num_samples,endpoint,metric,direction,protocol,reference_url,audit_status,observed_models
pathobench.exaone2025.cptac_lscc.histologic-grade,pathobench,cptac_lscc,Histologic_Grade,tumor_grading,Histologic_Grade,case,classification,104,exaone2025_linear_probe,macro-ovr-auc,higher,EXAONE Path 2.5 Table 4 protocol: official Patho-Bench predefined 5-fold/50-fold splits; fixed THREADS-style logistic-regression linear probe for classification and Cox probe for survival; all classification tasks use macro one-vs-rest AUROC and survival uses C-index.,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,7
pathobench.exaone2025.cptac_lscc.immune-class,pathobench,cptac_lscc,Immune_class,tme_characterization,Immune_class,case,classification,108,exaone2025_linear_probe,macro-ovr-auc,higher,EXAONE Path 2.5 Table 4 protocol: official Patho-Bench predefined 5-fold/50-fold splits; fixed THREADS-style logistic-regression linear probe for classification and Cox probe for survival; all classification tasks use macro one-vs-rest AUROC and survival uses C-index.,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,7
pathobench.exaone2025.cptac_lscc.keap1-mutation,pathobench,cptac_lscc,KEAP1_mutation,mutation_prediction,KEAP1_mutation,case,classification,108,exaone2025_linear_probe,macro-ovr-auc,higher,EXAONE Path 2.5 Table 4 protocol: official Patho-Bench predefined 5-fold/50-fold splits; fixed THREADS-style logistic-regression linear probe for classification and Cox probe for survival; all classification tasks use macro one-vs-rest AUROC and survival uses C-index.,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,7
pathobench.exaone2025.cptac_luad.egfr-mutation,pathobench,cptac_luad,EGFR_mutation,mutation_prediction,EGFR_mutation,case,classification,108,exaone2025_linear_probe,macro-ovr-auc,higher,EXAONE Path 2.5 Table 4 protocol: official Patho-Bench predefined 5-fold/50-fold splits; fixed THREADS-style logistic-regression linear probe for classification and Cox probe for survival; all classification tasks use macro one-vs-rest AUROC and survival uses C-index.,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,7
pathobench.exaone2025.cptac_luad.immune-class,pathobench,cptac_luad,Immune_class,tme_characterization,Immune_class,case,classification,108,exaone2025_linear_probe,macro-ovr-auc,higher,EXAONE Path 2.5 Table 4 protocol: official Patho-Bench predefined 5-fold/50-fold splits; fixed THREADS-style logistic-regression linear probe for classification and Cox probe for survival; all classification tasks use macro one-vs-rest AUROC and survival uses C-index.,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,7
pathobench.exaone2025.cptac_luad.kras-mutation,pathobench,cptac_luad,KRAS_mutation,mutation_prediction,KRAS_mutation,case,classification,102,exaone2025_linear_probe,macro-ovr-auc,higher,EXAONE Path 2.5 Table 4 protocol: official Patho-Bench predefined 5-fold/50-fold splits; fixed THREADS-style logistic-regression linear probe for classification and Cox probe for survival; all classification tasks use macro one-vs-rest AUROC and survival uses C-index.,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,7
pathobench.exaone2025.cptac_luad.os,pathobench,cptac_luad,OS,survival_prediction,OS,case,survival,105,exaone2025_cox_probe,cindex,higher,EXAONE Path 2.5 Table 4 protocol: official Patho-Bench predefined 5-fold/50-fold splits; fixed THREADS-style logistic-regression linear probe for classification and Cox probe for survival; all classification tasks use macro one-vs-rest AUROC and survival uses C-index.,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,7
pathobench.exaone2025.cptac_luad.stk11-mutation,pathobench,cptac_luad,STK11_mutation,mutation_prediction,STK11_mutation,case,classification,108,exaone2025_linear_probe,macro-ovr-auc,higher,EXAONE Path 2.5 Table 4 protocol: official Patho-Bench predefined 5-fold/50-fold splits; fixed THREADS-style logistic-regression linear probe for classification and Cox probe for survival; all classification tasks use macro one-vs-rest AUROC and survival uses C-index.,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,7
pathobench.exaone2025.cptac_luad.tp53-mutation,pathobench,cptac_luad,TP53_mutation,mutation_prediction,TP53_mutation,case,classification,108,exaone2025_linear_probe,macro-ovr-auc,higher,EXAONE Path 2.5 Table 4 protocol: official Patho-Bench predefined 5-fold/50-fold splits; fixed THREADS-style logistic-regression linear probe for classification and Cox probe for survival; all classification tasks use macro one-vs-rest AUROC and survival uses C-index.,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,7
pathobench.exaone2025.cptac_ov.immune-class,pathobench,cptac_ov,Immune_class,tme_characterization,Immune_class,case,classification,51,exaone2025_linear_probe,macro-ovr-auc,higher,EXAONE Path 2.5 Table 4 protocol: official Patho-Bench predefined 5-fold/50-fold splits; fixed THREADS-style logistic-regression linear probe for classification and Cox probe for survival; all classification tasks use macro one-vs-rest AUROC and survival uses C-index.,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,7
pathobench.exaone2025.cptac_pda.immune-class,pathobench,cptac_pda,Immune_class,tme_characterization,Immune_class,case,classification,105,exaone2025_linear_probe,macro-ovr-auc,higher,EXAONE Path 2.5 Table 4 protocol: official Patho-Bench predefined 5-fold/50-fold splits; fixed THREADS-style logistic-regression linear probe for classification and Cox probe for survival; all classification tasks use macro one-vs-rest AUROC and survival uses C-index.,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,7
pathobench.exaone2025.cptac_pda.os,pathobench,cptac_pda,OS,survival_prediction,OS,case,survival,97,exaone2025_cox_probe,cindex,higher,EXAONE Path 2.5 Table 4 protocol: official Patho-Bench predefined 5-fold/50-fold splits; fixed THREADS-style logistic-regression linear probe for classification and Cox probe for survival; all classification tasks use macro one-vs-rest AUROC and survival uses C-index.,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,7
pathobench.exaone2025.cptac_pda.smad4-mutation,pathobench,cptac_pda,SMAD4_mutation,mutation_prediction,SMAD4_mutation,case,classification,105,exaone2025_linear_probe,macro-ovr-auc,higher,EXAONE Path 2.5 Table 4 protocol: official Patho-Bench predefined 5-fold/50-fold splits; fixed THREADS-style logistic-regression linear probe for classification and Cox probe for survival; all classification tasks use macro one-vs-rest AUROC and survival uses C-index.,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,7
pathobench.exaone2025.cptac_ucec.ctnnb1-mutation,pathobench,cptac_ucec,CTNNB1_mutation,mutation_prediction,CTNNB1_mutation,case,classification,93,exaone2025_linear_probe,macro-ovr-auc,higher,EXAONE Path 2.5 Table 4 protocol: official Patho-Bench predefined 5-fold/50-fold splits; fixed THREADS-style logistic-regression linear probe for classification and Cox probe for survival; all classification tasks use macro one-vs-rest AUROC and survival uses C-index.,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,7
pathobench.exaone2025.cptac_ucec.immune-class,pathobench,cptac_ucec,Immune_class,tme_characterization,Immune_class,case,classification,94,exaone2025_linear_probe,macro-ovr-auc,higher,EXAONE Path 2.5 Table 4 protocol: official Patho-Bench predefined 5-fold/50-fold splits; fixed THREADS-style logistic-regression linear probe for classification and Cox probe for survival; all classification tasks use macro one-vs-rest AUROC and survival uses C-index.,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,7
pathobench.exaone2025.cptac_ucec.pten-mutation,pathobench,cptac_ucec,PTEN_mutation,mutation_prediction,PTEN_mutation,case,classification,93,exaone2025_linear_probe,macro-ovr-auc,higher,EXAONE Path 2.5 Table 4 protocol: official Patho-Bench predefined 5-fold/50-fold splits; fixed THREADS-style logistic-regression linear probe for classification and Cox probe for survival; all classification tasks use macro one-vs-rest AUROC and survival uses C-index.,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,7
pathobench.exaone2025.ebrains.diagnosis,pathobench,ebrains,diagnosis,morphological_subtyping,diagnosis,slide,classification,2319,exaone2025_linear_probe,macro-ovr-auc,higher,EXAONE Path 2.5 Table 4 protocol: official Patho-Bench predefined 5-fold/50-fold splits; fixed THREADS-style logistic-regression linear probe for classification and Cox probe for survival; all classification tasks use macro one-vs-rest AUROC and survival uses C-index.,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,7
pathobench.exaone2025.ebrains.diagnosis-group,pathobench,ebrains,diagnosis_group,morphological_subtyping,diagnosis_group,slide,classification,2319,exaone2025_linear_probe,macro-ovr-auc,higher,EXAONE Path 2.5 Table 4 protocol: official Patho-Bench predefined 5-fold/50-fold splits; fixed THREADS-style logistic-regression linear probe for classification and Cox probe for survival; all classification tasks use macro one-vs-rest AUROC and survival uses C-index.,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,7
pathobench.exaone2025.ebrains.idh-status,pathobench,ebrains,idh_status,morphological_subtyping,idh_status,slide,classification,848,exaone2025_linear_probe,macro-ovr-auc,higher,EXAONE Path 2.5 Table 4 protocol: official Patho-Bench predefined 5-fold/50-fold splits; fixed THREADS-style logistic-regression linear probe for classification and Cox probe for survival; all classification tasks use macro one-vs-rest AUROC and survival uses C-index.,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,7
pathobench.exaone2025.hancook.grading-scc-conventional-keratinizing,pathobench,hancook,grading_SCC_Conventional_Keratinizing,tumor_grading,grading_SCC_Conventional_Keratinizing,case,classification,383,exaone2025_linear_probe,macro-ovr-auc,higher,EXAONE Path 2.5 Table 4 protocol: official Patho-Bench predefined 5-fold/50-fold splits; fixed THREADS-style logistic-regression linear probe for classification and Cox probe for survival; all classification tasks use macro one-vs-rest AUROC and survival uses C-index.,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,7
pathobench.exaone2025.hancook.grading-scc-conventional-nonkeratinizing,pathobench,hancook,grading_SCC_Conventional_NonKeratinizing,tumor_grading,grading_SCC_Conventional_NonKeratinizing,case,classification,74,exaone2025_linear_probe,macro-ovr-auc,higher,EXAONE Path 2.5 Table 4 protocol: official Patho-Bench predefined 5-fold/50-fold splits; fixed THREADS-style logistic-regression linear probe for classification and Cox probe for survival; all classification tasks use macro one-vs-rest AUROC and survival uses C-index.,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,7
pathobench.exaone2025.hancook.lymphovascular-invasion-l,pathobench,hancook,lymphovascular_invasion_L,tme_characterization,lymphovascular_invasion_L,case,classification,697,exaone2025_linear_probe,macro-ovr-auc,higher,EXAONE Path 2.5 Table 4 protocol: official Patho-Bench predefined 5-fold/50-fold splits; fixed THREADS-style logistic-regression linear probe for classification and Cox probe for survival; all classification tasks use macro one-vs-rest AUROC and survival uses C-index.,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,7
pathobench.exaone2025.hancook.os-treatment-rdc,pathobench,hancook,OS_treatment_rdc,survival_prediction,OS_treatment_rdc,case,survival,203,exaone2025_cox_probe,cindex,higher,EXAONE Path 2.5 Table 4 protocol: official Patho-Bench predefined 5-fold/50-fold splits; fixed THREADS-style logistic-regression linear probe for classification and Cox probe for survival; all classification tasks use macro one-vs-rest AUROC and survival uses C-index.,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,7
pathobench.exaone2025.hancook.perineural-invasion-pn,pathobench,hancook,perineural_invasion_Pn,tme_characterization,perineural_invasion_Pn,case,classification,697,exaone2025_linear_probe,macro-ovr-auc,higher,EXAONE Path 2.5 Table 4 protocol: official Patho-Bench predefined 5-fold/50-fold splits; fixed THREADS-style logistic-regression linear probe for classification and Cox probe for survival; all classification tasks use macro one-vs-rest AUROC and survival uses C-index.,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,7
pathobench.exaone2025.hancook.primarily-metastasis,pathobench,hancook,primarily_metastasis,tme_characterization,primarily_metastasis,case,classification,676,exaone2025_linear_probe,macro-ovr-auc,higher,EXAONE Path 2.5 Table 4 protocol: official Patho-Bench predefined 5-fold/50-fold splits; fixed THREADS-style logistic-regression linear probe for classification and Cox probe for survival; all classification tasks use macro one-vs-rest AUROC and survival uses C-index.,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,7
pathobench.exaone2025.hancook.primary-tumor-site,pathobench,hancook,primary_tumor_site,morphological_subtyping,primary_tumor_site,case,classification,696,exaone2025_linear_probe,macro-ovr-auc,higher,EXAONE Path 2.5 Table 4 protocol: official Patho-Bench predefined 5-fold/50-fold splits; fixed THREADS-style logistic-regression linear probe for classification and Cox probe for survival; all classification tasks use macro one-vs-rest AUROC and survival uses C-index.,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,7
pathobench.exaone2025.hancook.vascular-invasion-v,pathobench,hancook,vascular_invasion_V,tme_characterization,vascular_invasion_V,case,classification,697,exaone2025_linear_probe,macro-ovr-auc,higher,EXAONE Path 2.5 Table 4 protocol: official Patho-Bench predefined 5-fold/50-fold splits; fixed THREADS-style logistic-regression linear probe for classification and Cox probe for survival; all classification tasks use macro one-vs-rest AUROC and survival uses C-index.,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,7
pathobench.exaone2025.herroi.response,pathobench,herroi,response,treatment_response,response,slide,classification,85,exaone2025_linear_probe,macro-ovr-auc,higher,EXAONE Path 2.5 Table 4 protocol: official Patho-Bench predefined 5-fold/50-fold splits; fixed THREADS-style logistic-regression linear probe for classification and Cox probe for survival; all classification tasks use macro one-vs-rest AUROC and survival uses C-index.,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,7
pathobench.exaone2025.imp.grade,pathobench,imp,grade,tumor_grading,grade,slide,classification,5333,exaone2025_linear_probe,macro-ovr-auc,higher,EXAONE Path 2.5 Table 4 protocol: official Patho-Bench predefined 5-fold/50-fold splits; fixed THREADS-style logistic-regression linear probe for classification and Cox probe for survival; all classification tasks use macro one-vs-rest AUROC and survival uses C-index.,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,7
pathobench.exaone2025.mbc_.os,pathobench,mbc_,OS,survival_prediction,OS,case,survival,75,exaone2025_cox_probe,cindex,higher,EXAONE Path 2.5 Table 4 protocol: official Patho-Bench predefined 5-fold/50-fold splits; fixed THREADS-style logistic-regression linear probe for classification and Cox probe for survival; all classification tasks use macro one-vs-rest AUROC and survival uses C-index.,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,7
pathobench.exaone2025.mbc_.recist,pathobench,mbc_,Recist,treatment_response,Recist,case,classification,76,exaone2025_linear_probe,macro-ovr-auc,higher,EXAONE Path 2.5 Table 4 protocol: official Patho-Bench predefined 5-fold/50-fold splits; fixed THREADS-style logistic-regression linear probe for classification and Cox probe for survival; all classification tasks use macro one-vs-rest AUROC and survival uses C-index.,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,7
pathobench.exaone2025.mut-het-rcc.bap1-mutation,pathobench,mut-het-rcc,BAP1_mutation,mutation_prediction,BAP1_mutation,case,classification,1291,exaone2025_linear_probe,macro-ovr-auc,higher,EXAONE Path 2.5 Table 4 protocol: official Patho-Bench predefined 5-fold/50-fold splits; fixed THREADS-style logistic-regression linear probe for classification and Cox probe for survival; all classification tasks use macro one-vs-rest AUROC and survival uses C-index.,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,7
pathobench.exaone2025.mut-het-rcc.pbrm1-mutation,pathobench,mut-het-rcc,PBRM1_mutation,mutation_prediction,PBRM1_mutation,case,classification,1291,exaone2025_linear_probe,macro-ovr-auc,higher,EXAONE Path 2.5 Table 4 protocol: official Patho-Bench predefined 5-fold/50-fold splits; fixed THREADS-style logistic-regression linear probe for classification and Cox probe for survival; all classification tasks use macro one-vs-rest AUROC and survival uses C-index.,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,7
pathobench.exaone2025.mut-het-rcc.setd2-mutation,pathobench,mut-het-rcc,SETD2_mutation,mutation_prediction,SETD2_mutation,case,classification,1291,exaone2025_linear_probe,macro-ovr-auc,higher,EXAONE Path 2.5 Table 4 protocol: official Patho-Bench predefined 5-fold/50-fold splits; fixed THREADS-style logistic-regression linear probe for classification and Cox probe for survival; all classification tasks use macro one-vs-rest AUROC and survival uses C-index.,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,7
pathobench.exaone2025.nadt.response,pathobench,nadt,response,treatment_response,response,case,classification,36,exaone2025_linear_probe,macro-ovr-auc,higher,EXAONE Path 2.5 Table 4 protocol: official Patho-Bench predefined 5-fold/50-fold splits; fixed THREADS-style logistic-regression linear probe for classification and Cox probe for survival; all classification tasks use macro one-vs-rest AUROC and survival uses C-index.,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,7
pathobench.exaone2025.natbrca.lymphovascular-invasion,pathobench,natbrca,lymphovascular_invasion,tme_characterization,lymphovascular_invasion,slide,classification,53,exaone2025_linear_probe,macro-ovr-auc,higher,EXAONE Path 2.5 Table 4 protocol: official Patho-Bench predefined 5-fold/50-fold splits; fixed THREADS-style logistic-regression linear probe for classification and Cox probe for survival; all classification tasks use macro one-vs-rest AUROC and survival uses C-index.,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,7
pathobench.exaone2025.ovarian.response,pathobench,ovarian,response,treatment_response,response,case,classification,36,exaone2025_linear_probe,macro-ovr-auc,higher,EXAONE Path 2.5 Table 4 protocol: official Patho-Bench predefined 5-fold/50-fold splits; fixed THREADS-style logistic-regression linear probe for classification and Cox probe for survival; all classification tasks use macro one-vs-rest AUROC and survival uses C-index.,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,7
pathobench.exaone2025.panda.isup-grade,pathobench,panda,isup_grade,tumor_grading,PANDA ISUP grade,slide,classification,9555,exaone2025_linear_probe,macro-ovr-auc,higher,EXAONE Path 2.5 Table 4 protocol: official Patho-Bench predefined 5-fold/50-fold splits; fixed THREADS-style logistic-regression linear probe for classification and Cox probe for survival; all classification tasks use macro one-vs-rest AUROC and survival uses C-index.,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,7
pathobench.exaone2025.sr386_.braf-mutant-binary,pathobench,sr386_,braf_mutant_binary,mutation_prediction,braf_mutant_binary,case,classification,388,exaone2025_linear_probe,macro-ovr-auc,higher,EXAONE Path 2.5 Table 4 protocol: official Patho-Bench predefined 5-fold/50-fold splits; fixed THREADS-style logistic-regression linear probe for classification and Cox probe for survival; all classification tasks use macro one-vs-rest AUROC and survival uses C-index.,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,7
pathobench.exaone2025.sr386_.died-within-5-years,pathobench,sr386_,died_within_5_years,survival_prediction,died_within_5_years,case,classification,387,exaone2025_linear_probe,macro-ovr-auc,higher,EXAONE Path 2.5 Table 4 protocol: official Patho-Bench predefined 5-fold/50-fold splits; fixed THREADS-style logistic-regression linear probe for classification and Cox probe for survival; all classification tasks use macro one-vs-rest AUROC and survival uses C-index.,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,7
pathobench.exaone2025.sr386_.mmr-loss-binary,pathobench,sr386_,mmr_loss_binary,molecular_subtyping,mmr_loss_binary,case,classification,389,exaone2025_linear_probe,macro-ovr-auc,higher,EXAONE Path 2.5 Table 4 protocol: official Patho-Bench predefined 5-fold/50-fold splits; fixed THREADS-style logistic-regression linear probe for classification and Cox probe for survival; all classification tasks use macro one-vs-rest AUROC and survival uses C-index.,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,7
pathobench.exaone2025.sr386_.os,pathobench,sr386_,OS,survival_prediction,OS,case,survival,144,exaone2025_cox_probe,cindex,higher,EXAONE Path 2.5 Table 4 protocol: official Patho-Bench predefined 5-fold/50-fold splits; fixed THREADS-style logistic-regression linear probe for classification and Cox probe for survival; all classification tasks use macro one-vs-rest AUROC and survival uses C-index.,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,7
pathobench.exaone2025.sr386_.ras-mutant-binary,pathobench,sr386_,ras_mutant_binary,mutation_prediction,ras_mutant_binary,case,classification,389,exaone2025_linear_probe,macro-ovr-auc,higher,EXAONE Path 2.5 Table 4 protocol: official Patho-Bench predefined 5-fold/50-fold splits; fixed THREADS-style logistic-regression linear probe for classification and Cox probe for survival; all classification tasks use macro one-vs-rest AUROC and survival uses C-index.,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,7
pathobench.exaone2025.visiomel.relapse-noprev-melanoma,pathobench,visiomel,relapse_noprev_melanoma,survival_prediction,relapse_noprev_melanoma,case,classification,584,exaone2025_linear_probe,macro-ovr-auc,higher,EXAONE Path 2.5 Table 4 protocol: official Patho-Bench predefined 5-fold/50-fold splits; fixed THREADS-style logistic-regression linear probe for classification and Cox probe for survival; all classification tasks use macro one-vs-rest AUROC and survival uses C-index.,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,7
pathobench.exaone2025.visiomel.relapse-overall,pathobench,visiomel,relapse_overall,survival_prediction,relapse_overall,case,classification,1341,exaone2025_linear_probe,macro-ovr-auc,higher,EXAONE Path 2.5 Table 4 protocol: official Patho-Bench predefined 5-fold/50-fold splits; fixed THREADS-style logistic-regression linear probe for classification and Cox probe for survival; all classification tasks use macro one-vs-rest AUROC and survival uses C-index.,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,7
pathobench.threads2025.bcnb.er,pathobench,bcnb,er,molecular_subtyping,er,case,classification,1058,threads2025_balanced_linear_probe,macro-ovr-auc,higher,"THREADS Extended Data protocol: frozen representation, balanced linear probe with fixed cost 0.5 for classification or paper-reported CoxNet for survival, evaluated on the Patho-Bench-v1 public split/fold recipe.",https://arxiv.org/html/2501.16652v1#S0.T11,parsed_primary_source,8
pathobench.threads2025.bcnb.her2,pathobench,bcnb,her2,molecular_subtyping,her2,case,classification,1058,threads2025_balanced_linear_probe,macro-ovr-auc,higher,"THREADS Extended Data protocol: frozen representation, balanced linear probe with fixed cost 0.5 for classification or paper-reported CoxNet for survival, evaluated on the Patho-Bench-v1 public split/fold recipe.",https://arxiv.org/html/2501.16652v1#S0.T11,parsed_primary_source,8
pathobench.threads2025.bcnb.pr,pathobench,bcnb,pr,molecular_subtyping,pr,case,classification,1058,threads2025_balanced_linear_probe,macro-ovr-auc,higher,"THREADS Extended Data protocol: frozen representation, balanced linear probe with fixed cost 0.5 for classification or paper-reported CoxNet for survival, evaluated on the Patho-Bench-v1 public split/fold recipe.",https://arxiv.org/html/2501.16652v1#S0.T11,parsed_primary_source,8
pathobench.threads2025.boehmk_.pfs,pathobench,boehmk_,PFS,survival_prediction,PFS,case,survival,183,threads2025_coxnet,cindex,higher,"THREADS Extended Data protocol: frozen representation, balanced linear probe with fixed cost 0.5 for classification or paper-reported CoxNet for survival, evaluated on the Patho-Bench-v1 public split/fold recipe.",https://arxiv.org/html/2501.16652v1#S0.T37,parsed_primary_source,8
pathobench.threads2025.bracs.slidelevel-coarse,pathobench,bracs,slidelevel_coarse,morphological_subtyping,slidelevel_coarse,slide,classification,547,threads2025_balanced_linear_probe,bacc,higher,"THREADS Extended Data protocol: frozen representation, balanced linear probe with fixed cost 0.5 for classification or paper-reported CoxNet for survival, evaluated on the Patho-Bench-v1 public split/fold recipe.",https://arxiv.org/html/2501.16652v1#S0.T23,parsed_primary_source,8
pathobench.threads2025.bracs.slidelevel-fine,pathobench,bracs,slidelevel_fine,morphological_subtyping,slidelevel_fine,slide,classification,547,threads2025_balanced_linear_probe,bacc,higher,"THREADS Extended Data protocol: frozen representation, balanced linear probe with fixed cost 0.5 for classification or paper-reported CoxNet for survival, evaluated on the Patho-Bench-v1 public split/fold recipe.",https://arxiv.org/html/2501.16652v1#S0.T23,parsed_primary_source,8
pathobench.threads2025.cptac_brca.pik3ca-mutation,pathobench,cptac_brca,PIK3CA_mutation,mutation_prediction,PIK3CA_mutation,case,classification,103,threads2025_balanced_linear_probe,macro-ovr-auc,higher,"THREADS Extended Data protocol: frozen representation, balanced linear probe with fixed cost 0.5 for classification or paper-reported CoxNet for survival, evaluated on the Patho-Bench-v1 public split/fold recipe.",https://arxiv.org/html/2501.16652v1#S0.T15,parsed_primary_source,8
pathobench.threads2025.cptac_brca.tp53-mutation,pathobench,cptac_brca,TP53_mutation,mutation_prediction,TP53_mutation,case,classification,103,threads2025_balanced_linear_probe,macro-ovr-auc,higher,"THREADS Extended Data protocol: frozen representation, balanced linear probe with fixed cost 0.5 for classification or paper-reported CoxNet for survival, evaluated on the Patho-Bench-v1 public split/fold recipe.",https://arxiv.org/html/2501.16652v1#S0.T15,parsed_primary_source,8
pathobench.threads2025.cptac_ccrcc.bap1-mutation,pathobench,cptac_ccrcc,BAP1_mutation,mutation_prediction,BAP1_mutation,case,classification,103,threads2025_balanced_linear_probe,macro-ovr-auc,higher,"THREADS Extended Data protocol: frozen representation, balanced linear probe with fixed cost 0.5 for classification or paper-reported CoxNet for survival, evaluated on the Patho-Bench-v1 public split/fold recipe.",https://arxiv.org/html/2501.16652v1#S0.T16,parsed_primary_source,8
pathobench.threads2025.cptac_ccrcc.os,pathobench,cptac_ccrcc,OS,survival_prediction,OS,case,survival,94,threads2025_coxnet,cindex,higher,"THREADS Extended Data protocol: frozen representation, balanced linear probe with fixed cost 0.5 for classification or paper-reported CoxNet for survival, evaluated on the Patho-Bench-v1 public split/fold recipe.",https://arxiv.org/html/2501.16652v1#S0.T33,parsed_primary_source,8
pathobench.threads2025.cptac_ccrcc.pbrm1-mutation,pathobench,cptac_ccrcc,PBRM1_mutation,mutation_prediction,PBRM1_mutation,case,classification,103,threads2025_balanced_linear_probe,macro-ovr-auc,higher,"THREADS Extended Data protocol: frozen representation, balanced linear probe with fixed cost 0.5 for classification or paper-reported CoxNet for survival, evaluated on the Patho-Bench-v1 public split/fold recipe.",https://arxiv.org/html/2501.16652v1#S0.T16,parsed_primary_source,8
pathobench.threads2025.cptac_coad.kras-mutation,pathobench,cptac_coad,KRAS_mutation,mutation_prediction,KRAS_mutation,case,classification,94,threads2025_balanced_linear_probe,macro-ovr-auc,higher,"THREADS Extended Data protocol: frozen representation, balanced linear probe with fixed cost 0.5 for classification or paper-reported CoxNet for survival, evaluated on the Patho-Bench-v1 public split/fold recipe.",https://arxiv.org/html/2501.16652v1#S0.T17,parsed_primary_source,8
pathobench.threads2025.cptac_coad.tp53-mutation,pathobench,cptac_coad,TP53_mutation,mutation_prediction,TP53_mutation,case,classification,94,threads2025_balanced_linear_probe,macro-ovr-auc,higher,"THREADS Extended Data protocol: frozen representation, balanced linear probe with fixed cost 0.5 for classification or paper-reported CoxNet for survival, evaluated on the Patho-Bench-v1 public split/fold recipe.",https://arxiv.org/html/2501.16652v1#S0.T17,parsed_primary_source,8
pathobench.threads2025.cptac_gbm.egfr-mutation,pathobench,cptac_gbm,EGFR_mutation,mutation_prediction,EGFR_mutation,case,classification,99,threads2025_balanced_linear_probe,macro-ovr-auc,higher,"THREADS Extended Data protocol: frozen representation, balanced linear probe with fixed cost 0.5 for classification or paper-reported CoxNet for survival, evaluated on the Patho-Bench-v1 public split/fold recipe.",https://arxiv.org/html/2501.16652v1#S0.T18,parsed_primary_source,8
pathobench.threads2025.cptac_gbm.tp53-mutation,pathobench,cptac_gbm,TP53_mutation,mutation_prediction,TP53_mutation,case,classification,99,threads2025_balanced_linear_probe,macro-ovr-auc,higher,"THREADS Extended Data protocol: frozen representation, balanced linear probe with fixed cost 0.5 for classification or paper-reported CoxNet for survival, evaluated on the Patho-Bench-v1 public split/fold recipe.",https://arxiv.org/html/2501.16652v1#S0.T18,parsed_primary_source,8
pathobench.threads2025.cptac_hnsc.casp8-mutation,pathobench,cptac_hnsc,CASP8_mutation,mutation_prediction,CASP8_mutation,case,classification,107,threads2025_balanced_linear_probe,macro-ovr-auc,higher,"THREADS Extended Data protocol: frozen representation, balanced linear probe with fixed cost 0.5 for classification or paper-reported CoxNet for survival, evaluated on the Patho-Bench-v1 public split/fold recipe.",https://arxiv.org/html/2501.16652v1#S0.T19,parsed_primary_source,8
pathobench.threads2025.cptac_hnsc.os,pathobench,cptac_hnsc,OS,survival_prediction,OS,case,survival,102,threads2025_coxnet,cindex,higher,"THREADS Extended Data protocol: frozen representation, balanced linear probe with fixed cost 0.5 for classification or paper-reported CoxNet for survival, evaluated on the Patho-Bench-v1 public split/fold recipe.",https://arxiv.org/html/2501.16652v1#S0.T34,parsed_primary_source,8
