evaluation_id,suite_id,dataset_id,task_name,task_family,target,sample_unit,task_type,num_samples,endpoint,metric,direction,protocol,reference_url,audit_status,observed_models
pathobench.cptac_coad.pik3ca-mutation,pathobench,cptac_coad,PIK3CA_mutation,mutation_prediction,PIK3CA_mutation,case,classification,94,case_level_classification,macro-ovr-auc,higher,Public Patho-Bench split and task metadata; downstream protocol is task-specific in Patho-Bench.,https://huggingface.co/datasets/MahmoodLab/Patho-Bench/blob/60fde3a9138b2fb27a163ed6f3e2cf0ef7e8f387/cptac_coad/PIK3CA_mutation/config.yaml,parsed_primary_source,0
pathobench.cptac_coad.setd1b-mutation,pathobench,cptac_coad,SETD1B_mutation,mutation_prediction,SETD1B_mutation,case,classification,94,case_level_classification,macro-ovr-auc,higher,Public Patho-Bench split and task metadata; downstream protocol is task-specific in Patho-Bench.,https://huggingface.co/datasets/MahmoodLab/Patho-Bench/blob/60fde3a9138b2fb27a163ed6f3e2cf0ef7e8f387/cptac_coad/SETD1B_mutation/config.yaml,parsed_primary_source,0
pathobench.cptac_coad.tp53-mutation,pathobench,cptac_coad,TP53_mutation,mutation_prediction,TP53_mutation,case,classification,94,case_level_classification,macro-ovr-auc,higher,Public Patho-Bench split and task metadata; downstream protocol is task-specific in Patho-Bench.,https://huggingface.co/datasets/MahmoodLab/Patho-Bench/blob/60fde3a9138b2fb27a163ed6f3e2cf0ef7e8f387/cptac_coad/TP53_mutation/config.yaml,parsed_primary_source,0
pathobench.cptac_gbm.egfr-mutation,pathobench,cptac_gbm,EGFR_mutation,mutation_prediction,EGFR_mutation,case,classification,99,case_level_classification,macro-ovr-auc,higher,Public Patho-Bench split and task metadata; downstream protocol is task-specific in Patho-Bench.,https://huggingface.co/datasets/MahmoodLab/Patho-Bench/blob/60fde3a9138b2fb27a163ed6f3e2cf0ef7e8f387/cptac_gbm/EGFR_mutation/config.yaml,parsed_primary_source,0
pathobench.cptac_gbm.immune-class,pathobench,cptac_gbm,Immune_class,tme_characterization,Immune_class,case,classification,99,case_level_classification,bacc,higher,Public Patho-Bench split and task metadata; downstream protocol is task-specific in Patho-Bench.,https://huggingface.co/datasets/MahmoodLab/Patho-Bench/blob/60fde3a9138b2fb27a163ed6f3e2cf0ef7e8f387/cptac_gbm/Immune_class/config.yaml,parsed_primary_source,0
pathobench.cptac_gbm.tp53-mutation,pathobench,cptac_gbm,TP53_mutation,mutation_prediction,TP53_mutation,case,classification,99,case_level_classification,macro-ovr-auc,higher,Public Patho-Bench split and task metadata; downstream protocol is task-specific in Patho-Bench.,https://huggingface.co/datasets/MahmoodLab/Patho-Bench/blob/60fde3a9138b2fb27a163ed6f3e2cf0ef7e8f387/cptac_gbm/TP53_mutation/config.yaml,parsed_primary_source,0
pathobench.cptac_hnsc.casp8-mutation,pathobench,cptac_hnsc,CASP8_mutation,mutation_prediction,CASP8_mutation,case,classification,107,case_level_classification,macro-ovr-auc,higher,Public Patho-Bench split and task metadata; downstream protocol is task-specific in Patho-Bench.,https://huggingface.co/datasets/MahmoodLab/Patho-Bench/blob/60fde3a9138b2fb27a163ed6f3e2cf0ef7e8f387/cptac_hnsc/CASP8_mutation/config.yaml,parsed_primary_source,0
pathobench.cptac_hnsc.histologic-grade,pathobench,cptac_hnsc,Histologic_Grade,tumor_grading,Histologic_Grade,case,classification,107,case_level_classification,weighted_kappa,higher,Public Patho-Bench split and task metadata; downstream protocol is task-specific in Patho-Bench.,https://huggingface.co/datasets/MahmoodLab/Patho-Bench/blob/60fde3a9138b2fb27a163ed6f3e2cf0ef7e8f387/cptac_hnsc/Histologic_Grade/config.yaml,parsed_primary_source,0
pathobench.cptac_hnsc.immune-class,pathobench,cptac_hnsc,Immune_class,tme_characterization,Immune_class,case,classification,107,case_level_classification,bacc,higher,Public Patho-Bench split and task metadata; downstream protocol is task-specific in Patho-Bench.,https://huggingface.co/datasets/MahmoodLab/Patho-Bench/blob/60fde3a9138b2fb27a163ed6f3e2cf0ef7e8f387/cptac_hnsc/Immune_class/config.yaml,parsed_primary_source,0
pathobench.cptac_hnsc.os,pathobench,cptac_hnsc,OS,survival_prediction,OS,case,survival,102,case_level_survival,cindex,higher,Public Patho-Bench split and task metadata; downstream protocol is task-specific in Patho-Bench.,https://huggingface.co/datasets/MahmoodLab/Patho-Bench/blob/60fde3a9138b2fb27a163ed6f3e2cf0ef7e8f387/cptac_hnsc/OS/config.yaml,parsed_primary_source,0
pathobench.cptac_lscc.arid1a-mutation,pathobench,cptac_lscc,ARID1A_mutation,mutation_prediction,ARID1A_mutation,case,classification,108,case_level_classification,macro-ovr-auc,higher,Public Patho-Bench split and task metadata; downstream protocol is task-specific in Patho-Bench.,https://huggingface.co/datasets/MahmoodLab/Patho-Bench/blob/60fde3a9138b2fb27a163ed6f3e2cf0ef7e8f387/cptac_lscc/ARID1A_mutation/config.yaml,parsed_primary_source,0
pathobench.cptac_lscc.histologic-grade,pathobench,cptac_lscc,Histologic_Grade,tumor_grading,Histologic_Grade,case,classification,104,case_level_classification,weighted_kappa,higher,Public Patho-Bench split and task metadata; downstream protocol is task-specific in Patho-Bench.,https://huggingface.co/datasets/MahmoodLab/Patho-Bench/blob/60fde3a9138b2fb27a163ed6f3e2cf0ef7e8f387/cptac_lscc/Histologic_Grade/config.yaml,parsed_primary_source,0
pathobench.cptac_lscc.immune-class,pathobench,cptac_lscc,Immune_class,tme_characterization,Immune_class,case,classification,108,case_level_classification,bacc,higher,Public Patho-Bench split and task metadata; downstream protocol is task-specific in Patho-Bench.,https://huggingface.co/datasets/MahmoodLab/Patho-Bench/blob/60fde3a9138b2fb27a163ed6f3e2cf0ef7e8f387/cptac_lscc/Immune_class/config.yaml,parsed_primary_source,0
pathobench.cptac_lscc.keap1-mutation,pathobench,cptac_lscc,KEAP1_mutation,mutation_prediction,KEAP1_mutation,case,classification,108,case_level_classification,macro-ovr-auc,higher,Public Patho-Bench split and task metadata; downstream protocol is task-specific in Patho-Bench.,https://huggingface.co/datasets/MahmoodLab/Patho-Bench/blob/60fde3a9138b2fb27a163ed6f3e2cf0ef7e8f387/cptac_lscc/KEAP1_mutation/config.yaml,parsed_primary_source,0
pathobench.cptac_luad.egfr-mutation,pathobench,cptac_luad,EGFR_mutation,mutation_prediction,EGFR_mutation,case,classification,108,case_level_classification,macro-ovr-auc,higher,Public Patho-Bench split and task metadata; downstream protocol is task-specific in Patho-Bench.,https://huggingface.co/datasets/MahmoodLab/Patho-Bench/blob/60fde3a9138b2fb27a163ed6f3e2cf0ef7e8f387/cptac_luad/EGFR_mutation/config.yaml,parsed_primary_source,0
pathobench.cptac_luad.immune-class,pathobench,cptac_luad,Immune_class,tme_characterization,Immune_class,case,classification,108,case_level_classification,bacc,higher,Public Patho-Bench split and task metadata; downstream protocol is task-specific in Patho-Bench.,https://huggingface.co/datasets/MahmoodLab/Patho-Bench/blob/60fde3a9138b2fb27a163ed6f3e2cf0ef7e8f387/cptac_luad/Immune_class/config.yaml,parsed_primary_source,0
pathobench.cptac_luad.kras-mutation,pathobench,cptac_luad,KRAS_mutation,mutation_prediction,KRAS_mutation,case,classification,102,case_level_classification,macro-ovr-auc,higher,Public Patho-Bench split and task metadata; downstream protocol is task-specific in Patho-Bench.,https://huggingface.co/datasets/MahmoodLab/Patho-Bench/blob/60fde3a9138b2fb27a163ed6f3e2cf0ef7e8f387/cptac_luad/KRAS_mutation/config.yaml,parsed_primary_source,0
pathobench.cptac_luad.os,pathobench,cptac_luad,OS,survival_prediction,OS,case,survival,105,case_level_survival,cindex,higher,Public Patho-Bench split and task metadata; downstream protocol is task-specific in Patho-Bench.,https://huggingface.co/datasets/MahmoodLab/Patho-Bench/blob/60fde3a9138b2fb27a163ed6f3e2cf0ef7e8f387/cptac_luad/OS/config.yaml,parsed_primary_source,0
pathobench.cptac_luad.stk11-mutation,pathobench,cptac_luad,STK11_mutation,mutation_prediction,STK11_mutation,case,classification,108,case_level_classification,macro-ovr-auc,higher,Public Patho-Bench split and task metadata; downstream protocol is task-specific in Patho-Bench.,https://huggingface.co/datasets/MahmoodLab/Patho-Bench/blob/60fde3a9138b2fb27a163ed6f3e2cf0ef7e8f387/cptac_luad/STK11_mutation/config.yaml,parsed_primary_source,0
pathobench.cptac_luad.tp53-mutation,pathobench,cptac_luad,TP53_mutation,mutation_prediction,TP53_mutation,case,classification,108,case_level_classification,macro-ovr-auc,higher,Public Patho-Bench split and task metadata; downstream protocol is task-specific in Patho-Bench.,https://huggingface.co/datasets/MahmoodLab/Patho-Bench/blob/60fde3a9138b2fb27a163ed6f3e2cf0ef7e8f387/cptac_luad/TP53_mutation/config.yaml,parsed_primary_source,0
pathobench.cptac_lung.subtype,pathobench,cptac_lung,subtype,morphological_subtyping,subtype,case,classification,206,case_level_classification,macro-ovr-auc,higher,Public Patho-Bench split and task metadata; downstream protocol is task-specific in Patho-Bench.,https://huggingface.co/datasets/MahmoodLab/Patho-Bench/blob/60fde3a9138b2fb27a163ed6f3e2cf0ef7e8f387/cptac_lung/subtype/config.yaml,parsed_primary_source,0
pathobench.cptac_ov.immune-class,pathobench,cptac_ov,Immune_class,tme_characterization,Immune_class,case,classification,51,case_level_classification,bacc,higher,Public Patho-Bench split and task metadata; downstream protocol is task-specific in Patho-Bench.,https://huggingface.co/datasets/MahmoodLab/Patho-Bench/blob/60fde3a9138b2fb27a163ed6f3e2cf0ef7e8f387/cptac_ov/Immune_class/config.yaml,parsed_primary_source,0
pathobench.cptac_pda.immune-class,pathobench,cptac_pda,Immune_class,tme_characterization,Immune_class,case,classification,105,case_level_classification,bacc,higher,Public Patho-Bench split and task metadata; downstream protocol is task-specific in Patho-Bench.,https://huggingface.co/datasets/MahmoodLab/Patho-Bench/blob/60fde3a9138b2fb27a163ed6f3e2cf0ef7e8f387/cptac_pda/Immune_class/config.yaml,parsed_primary_source,0
pathobench.cptac_pda.os,pathobench,cptac_pda,OS,survival_prediction,OS,case,survival,97,case_level_survival,cindex,higher,Public Patho-Bench split and task metadata; downstream protocol is task-specific in Patho-Bench.,https://huggingface.co/datasets/MahmoodLab/Patho-Bench/blob/60fde3a9138b2fb27a163ed6f3e2cf0ef7e8f387/cptac_pda/OS/config.yaml,parsed_primary_source,0
pathobench.cptac_pda.smad4-mutation,pathobench,cptac_pda,SMAD4_mutation,mutation_prediction,SMAD4_mutation,case,classification,105,case_level_classification,macro-ovr-auc,higher,Public Patho-Bench split and task metadata; downstream protocol is task-specific in Patho-Bench.,https://huggingface.co/datasets/MahmoodLab/Patho-Bench/blob/60fde3a9138b2fb27a163ed6f3e2cf0ef7e8f387/cptac_pda/SMAD4_mutation/config.yaml,parsed_primary_source,0
pathobench.cptac_ucec.ctnnb1-mutation,pathobench,cptac_ucec,CTNNB1_mutation,mutation_prediction,CTNNB1_mutation,case,classification,93,case_level_classification,macro-ovr-auc,higher,Public Patho-Bench split and task metadata; downstream protocol is task-specific in Patho-Bench.,https://huggingface.co/datasets/MahmoodLab/Patho-Bench/blob/60fde3a9138b2fb27a163ed6f3e2cf0ef7e8f387/cptac_ucec/CTNNB1_mutation/config.yaml,parsed_primary_source,0
pathobench.cptac_ucec.immune-class,pathobench,cptac_ucec,Immune_class,tme_characterization,Immune_class,case,classification,94,case_level_classification,bacc,higher,Public Patho-Bench split and task metadata; downstream protocol is task-specific in Patho-Bench.,https://huggingface.co/datasets/MahmoodLab/Patho-Bench/blob/60fde3a9138b2fb27a163ed6f3e2cf0ef7e8f387/cptac_ucec/Immune_class/config.yaml,parsed_primary_source,0
pathobench.cptac_ucec.pten-mutation,pathobench,cptac_ucec,PTEN_mutation,mutation_prediction,PTEN_mutation,case,classification,93,case_level_classification,macro-ovr-auc,higher,Public Patho-Bench split and task metadata; downstream protocol is task-specific in Patho-Bench.,https://huggingface.co/datasets/MahmoodLab/Patho-Bench/blob/60fde3a9138b2fb27a163ed6f3e2cf0ef7e8f387/cptac_ucec/PTEN_mutation/config.yaml,parsed_primary_source,0
pathobench.crc_outcomes.braf-grading,pathobench,crc_outcomes,braf_grading,tumor_grading,braf_grading,case,classification,134,case_level_classification,weighted_kappa,higher,Public Patho-Bench split and task metadata; downstream protocol is task-specific in Patho-Bench.,https://huggingface.co/datasets/MahmoodLab/Patho-Bench/blob/60fde3a9138b2fb27a163ed6f3e2cf0ef7e8f387/crc_outcomes/braf_grading/config.yaml,parsed_primary_source,0
pathobench.crc_outcomes.braf-lymphovas-invasion,pathobench,crc_outcomes,braf_lymphovas_invasion,tme_characterization,braf_lymphovas_invasion,case,classification,111,case_level_classification,macro-ovr-auc,higher,Public Patho-Bench split and task metadata; downstream protocol is task-specific in Patho-Bench.,https://huggingface.co/datasets/MahmoodLab/Patho-Bench/blob/60fde3a9138b2fb27a163ed6f3e2cf0ef7e8f387/crc_outcomes/braf_lymphovas_invasion/config.yaml,parsed_primary_source,0
pathobench.crc_outcomes.braf-mmr,pathobench,crc_outcomes,braf_mmr,molecular_subtyping,braf_mmr,case,classification,135,case_level_classification,macro-ovr-auc,higher,Public Patho-Bench split and task metadata; downstream protocol is task-specific in Patho-Bench.,https://huggingface.co/datasets/MahmoodLab/Patho-Bench/blob/60fde3a9138b2fb27a163ed6f3e2cf0ef7e8f387/crc_outcomes/braf_mmr/config.yaml,parsed_primary_source,0
pathobench.crc_outcomes.braf-synapto,pathobench,crc_outcomes,braf_synapto,morphological_subtyping,braf_synapto,case,classification,135,case_level_classification,macro-ovr-auc,higher,Public Patho-Bench split and task metadata; downstream protocol is task-specific in Patho-Bench.,https://huggingface.co/datasets/MahmoodLab/Patho-Bench/blob/60fde3a9138b2fb27a163ed6f3e2cf0ef7e8f387/crc_outcomes/braf_synapto/config.yaml,parsed_primary_source,0
pathobench.crc_outcomes.braf-tils,pathobench,crc_outcomes,braf_tils,tme_characterization,braf_tils,case,classification,135,case_level_classification,macro-ovr-auc,higher,Public Patho-Bench split and task metadata; downstream protocol is task-specific in Patho-Bench.,https://huggingface.co/datasets/MahmoodLab/Patho-Bench/blob/60fde3a9138b2fb27a163ed6f3e2cf0ef7e8f387/crc_outcomes/braf_tils/config.yaml,parsed_primary_source,0
pathobench.crc_outcomes.os-valentino,pathobench,crc_outcomes,OS_VALENTINO,survival_prediction,OS_VALENTINO,case,survival,170,case_level_survival,cindex,higher,Public Patho-Bench split and task metadata; downstream protocol is task-specific in Patho-Bench.,https://huggingface.co/datasets/MahmoodLab/Patho-Bench/blob/60fde3a9138b2fb27a163ed6f3e2cf0ef7e8f387/crc_outcomes/OS_VALENTINO/config.yaml,parsed_primary_source,0
pathobench.crc_outcomes.pfs-valentino,pathobench,crc_outcomes,PFS_VALENTINO,survival_prediction,PFS_VALENTINO,case,survival,170,case_level_survival,cindex,higher,Public Patho-Bench split and task metadata; downstream protocol is task-specific in Patho-Bench.,https://huggingface.co/datasets/MahmoodLab/Patho-Bench/blob/60fde3a9138b2fb27a163ed6f3e2cf0ef7e8f387/crc_outcomes/PFS_VALENTINO/config.yaml,parsed_primary_source,0
pathobench.crc_outcomes.valentino-molecular-subtype,pathobench,crc_outcomes,valentino_molecular_subtype,molecular_subtyping,valentino_molecular_subtype,case,classification,96,case_level_classification,macro-ovr-auc,higher,Public Patho-Bench split and task metadata; downstream protocol is task-specific in Patho-Bench.,https://huggingface.co/datasets/MahmoodLab/Patho-Bench/blob/60fde3a9138b2fb27a163ed6f3e2cf0ef7e8f387/crc_outcomes/valentino_molecular_subtype/config.yaml,parsed_primary_source,0
pathobench.crc_outcomes.valentino-msi,pathobench,crc_outcomes,valentino_msi,molecular_subtyping,valentino_msi,case,classification,136,case_level_classification,macro-ovr-auc,higher,Public Patho-Bench split and task metadata; downstream protocol is task-specific in Patho-Bench.,https://huggingface.co/datasets/MahmoodLab/Patho-Bench/blob/60fde3a9138b2fb27a163ed6f3e2cf0ef7e8f387/crc_outcomes/valentino_msi/config.yaml,parsed_primary_source,0
pathobench.dhmc_luad.label,pathobench,dhmc_luad,label,morphological_subtyping,label,slide,classification,143,slide_level_classification,bacc,higher,Public Patho-Bench split and task metadata; downstream protocol is task-specific in Patho-Bench.,https://huggingface.co/datasets/MahmoodLab/Patho-Bench/blob/60fde3a9138b2fb27a163ed6f3e2cf0ef7e8f387/dhmc_luad/label/config.yaml,parsed_primary_source,0
pathobench.ebrains.diagnosis,pathobench,ebrains,diagnosis,morphological_subtyping,diagnosis,slide,classification,2319,slide_level_classification,bacc,higher,Public Patho-Bench split and task metadata; downstream protocol is task-specific in Patho-Bench.,https://huggingface.co/datasets/MahmoodLab/Patho-Bench/blob/60fde3a9138b2fb27a163ed6f3e2cf0ef7e8f387/ebrains/diagnosis/config.yaml,parsed_primary_source,0
pathobench.ebrains.diagnosis-group,pathobench,ebrains,diagnosis_group,morphological_subtyping,diagnosis_group,slide,classification,2319,slide_level_classification,bacc,higher,Public Patho-Bench split and task metadata; downstream protocol is task-specific in Patho-Bench.,https://huggingface.co/datasets/MahmoodLab/Patho-Bench/blob/60fde3a9138b2fb27a163ed6f3e2cf0ef7e8f387/ebrains/diagnosis_group/config.yaml,parsed_primary_source,0
pathobench.ebrains.idh-status,pathobench,ebrains,idh_status,morphological_subtyping,idh_status,slide,classification,848,slide_level_classification,macro-ovr-auc,higher,Public Patho-Bench split and task metadata; downstream protocol is task-specific in Patho-Bench.,https://huggingface.co/datasets/MahmoodLab/Patho-Bench/blob/60fde3a9138b2fb27a163ed6f3e2cf0ef7e8f387/ebrains/idh_status/config.yaml,parsed_primary_source,0
pathobench.exaone2025.bc_therapy.er-status,pathobench,bc_therapy,er_status,molecular_subtyping,er_status,case,classification,166,exaone2025_linear_probe,macro-ovr-auc,higher,EXAONE Path 2.5 Table 4 protocol: official Patho-Bench predefined 5-fold/50-fold splits; fixed THREADS-style logistic-regression linear probe for classification and Cox probe for survival; all classification tasks use macro one-vs-rest AUROC and survival uses C-index.,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,7
pathobench.exaone2025.bc_therapy.grade,pathobench,bc_therapy,grade,tumor_grading,grade,case,classification,166,exaone2025_linear_probe,macro-ovr-auc,higher,EXAONE Path 2.5 Table 4 protocol: official Patho-Bench predefined 5-fold/50-fold splits; fixed THREADS-style logistic-regression linear probe for classification and Cox probe for survival; all classification tasks use macro one-vs-rest AUROC and survival uses C-index.,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,7
pathobench.exaone2025.bc_therapy.her2-status,pathobench,bc_therapy,her2_status,molecular_subtyping,her2_status,case,classification,166,exaone2025_linear_probe,macro-ovr-auc,higher,EXAONE Path 2.5 Table 4 protocol: official Patho-Bench predefined 5-fold/50-fold splits; fixed THREADS-style logistic-regression linear probe for classification and Cox probe for survival; all classification tasks use macro one-vs-rest AUROC and survival uses C-index.,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,7
pathobench.exaone2025.bc_therapy.residual-cancer-burden,pathobench,bc_therapy,residual_cancer_burden,treatment_response,residual_cancer_burden,case,classification,159,exaone2025_linear_probe,macro-ovr-auc,higher,EXAONE Path 2.5 Table 4 protocol: official Patho-Bench predefined 5-fold/50-fold splits; fixed THREADS-style logistic-regression linear probe for classification and Cox probe for survival; all classification tasks use macro one-vs-rest AUROC and survival uses C-index.,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,7
pathobench.exaone2025.bcnb.er,pathobench,bcnb,er,molecular_subtyping,er,case,classification,1058,exaone2025_linear_probe,macro-ovr-auc,higher,EXAONE Path 2.5 Table 4 protocol: official Patho-Bench predefined 5-fold/50-fold splits; fixed THREADS-style logistic-regression linear probe for classification and Cox probe for survival; all classification tasks use macro one-vs-rest AUROC and survival uses C-index.,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,7
pathobench.exaone2025.bcnb.her2,pathobench,bcnb,her2,molecular_subtyping,her2,case,classification,1058,exaone2025_linear_probe,macro-ovr-auc,higher,EXAONE Path 2.5 Table 4 protocol: official Patho-Bench predefined 5-fold/50-fold splits; fixed THREADS-style logistic-regression linear probe for classification and Cox probe for survival; all classification tasks use macro one-vs-rest AUROC and survival uses C-index.,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,7
pathobench.exaone2025.bcnb.pr,pathobench,bcnb,pr,molecular_subtyping,pr,case,classification,1058,exaone2025_linear_probe,macro-ovr-auc,higher,EXAONE Path 2.5 Table 4 protocol: official Patho-Bench predefined 5-fold/50-fold splits; fixed THREADS-style logistic-regression linear probe for classification and Cox probe for survival; all classification tasks use macro one-vs-rest AUROC and survival uses C-index.,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,7
pathobench.exaone2025.boehmk_.pfs,pathobench,boehmk_,PFS,survival_prediction,PFS,case,survival,183,exaone2025_cox_probe,cindex,higher,EXAONE Path 2.5 Table 4 protocol: official Patho-Bench predefined 5-fold/50-fold splits; fixed THREADS-style logistic-regression linear probe for classification and Cox probe for survival; all classification tasks use macro one-vs-rest AUROC and survival uses C-index.,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,7
pathobench.exaone2025.bracs.slidelevel-coarse,pathobench,bracs,slidelevel_coarse,morphological_subtyping,slidelevel_coarse,slide,classification,547,exaone2025_linear_probe,macro-ovr-auc,higher,EXAONE Path 2.5 Table 4 protocol: official Patho-Bench predefined 5-fold/50-fold splits; fixed THREADS-style logistic-regression linear probe for classification and Cox probe for survival; all classification tasks use macro one-vs-rest AUROC and survival uses C-index.,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,7
pathobench.exaone2025.bracs.slidelevel-fine,pathobench,bracs,slidelevel_fine,morphological_subtyping,slidelevel_fine,slide,classification,547,exaone2025_linear_probe,macro-ovr-auc,higher,EXAONE Path 2.5 Table 4 protocol: official Patho-Bench predefined 5-fold/50-fold splits; fixed THREADS-style logistic-regression linear probe for classification and Cox probe for survival; all classification tasks use macro one-vs-rest AUROC and survival uses C-index.,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,7
pathobench.exaone2025.cptac_brca.immune-class,pathobench,cptac_brca,Immune_class,tme_characterization,Immune_class,case,classification,103,exaone2025_linear_probe,macro-ovr-auc,higher,EXAONE Path 2.5 Table 4 protocol: official Patho-Bench predefined 5-fold/50-fold splits; fixed THREADS-style logistic-regression linear probe for classification and Cox probe for survival; all classification tasks use macro one-vs-rest AUROC and survival uses C-index.,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,7
pathobench.exaone2025.cptac_brca.pik3ca-mutation,pathobench,cptac_brca,PIK3CA_mutation,mutation_prediction,PIK3CA_mutation,case,classification,103,exaone2025_linear_probe,macro-ovr-auc,higher,EXAONE Path 2.5 Table 4 protocol: official Patho-Bench predefined 5-fold/50-fold splits; fixed THREADS-style logistic-regression linear probe for classification and Cox probe for survival; all classification tasks use macro one-vs-rest AUROC and survival uses C-index.,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,7
pathobench.exaone2025.cptac_brca.tp53-mutation,pathobench,cptac_brca,TP53_mutation,mutation_prediction,TP53_mutation,case,classification,103,exaone2025_linear_probe,macro-ovr-auc,higher,EXAONE Path 2.5 Table 4 protocol: official Patho-Bench predefined 5-fold/50-fold splits; fixed THREADS-style logistic-regression linear probe for classification and Cox probe for survival; all classification tasks use macro one-vs-rest AUROC and survival uses C-index.,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,7
pathobench.exaone2025.cptac_ccrcc.bap1-mutation,pathobench,cptac_ccrcc,BAP1_mutation,mutation_prediction,BAP1_mutation,case,classification,103,exaone2025_linear_probe,macro-ovr-auc,higher,EXAONE Path 2.5 Table 4 protocol: official Patho-Bench predefined 5-fold/50-fold splits; fixed THREADS-style logistic-regression linear probe for classification and Cox probe for survival; all classification tasks use macro one-vs-rest AUROC and survival uses C-index.,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,7
pathobench.exaone2025.cptac_ccrcc.immune-class,pathobench,cptac_ccrcc,Immune_class,tme_characterization,Immune_class,case,classification,103,exaone2025_linear_probe,macro-ovr-auc,higher,EXAONE Path 2.5 Table 4 protocol: official Patho-Bench predefined 5-fold/50-fold splits; fixed THREADS-style logistic-regression linear probe for classification and Cox probe for survival; all classification tasks use macro one-vs-rest AUROC and survival uses C-index.,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,7
pathobench.exaone2025.cptac_ccrcc.os,pathobench,cptac_ccrcc,OS,survival_prediction,OS,case,survival,94,exaone2025_cox_probe,cindex,higher,EXAONE Path 2.5 Table 4 protocol: official Patho-Bench predefined 5-fold/50-fold splits; fixed THREADS-style logistic-regression linear probe for classification and Cox probe for survival; all classification tasks use macro one-vs-rest AUROC and survival uses C-index.,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,7
pathobench.exaone2025.cptac_ccrcc.pbrm1-mutation,pathobench,cptac_ccrcc,PBRM1_mutation,mutation_prediction,PBRM1_mutation,case,classification,103,exaone2025_linear_probe,macro-ovr-auc,higher,EXAONE Path 2.5 Table 4 protocol: official Patho-Bench predefined 5-fold/50-fold splits; fixed THREADS-style logistic-regression linear probe for classification and Cox probe for survival; all classification tasks use macro one-vs-rest AUROC and survival uses C-index.,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,7
pathobench.exaone2025.cptac_ccrcc.vhl-mutation,pathobench,cptac_ccrcc,VHL_mutation,mutation_prediction,VHL_mutation,case,classification,103,exaone2025_linear_probe,macro-ovr-auc,higher,EXAONE Path 2.5 Table 4 protocol: official Patho-Bench predefined 5-fold/50-fold splits; fixed THREADS-style logistic-regression linear probe for classification and Cox probe for survival; all classification tasks use macro one-vs-rest AUROC and survival uses C-index.,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,7
pathobench.exaone2025.cptac_coad.acvr2a-mutation,pathobench,cptac_coad,ACVR2A_mutation,mutation_prediction,ACVR2A_mutation,case,classification,94,exaone2025_linear_probe,macro-ovr-auc,higher,EXAONE Path 2.5 Table 4 protocol: official Patho-Bench predefined 5-fold/50-fold splits; fixed THREADS-style logistic-regression linear probe for classification and Cox probe for survival; all classification tasks use macro one-vs-rest AUROC and survival uses C-index.,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,7
pathobench.exaone2025.cptac_coad.apc-mutation,pathobench,cptac_coad,APC_mutation,mutation_prediction,APC_mutation,case,classification,94,exaone2025_linear_probe,macro-ovr-auc,higher,EXAONE Path 2.5 Table 4 protocol: official Patho-Bench predefined 5-fold/50-fold splits; fixed THREADS-style logistic-regression linear probe for classification and Cox probe for survival; all classification tasks use macro one-vs-rest AUROC and survival uses C-index.,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,7
pathobench.exaone2025.cptac_coad.arid1a-mutation,pathobench,cptac_coad,ARID1A_mutation,mutation_prediction,ARID1A_mutation,case,classification,94,exaone2025_linear_probe,macro-ovr-auc,higher,EXAONE Path 2.5 Table 4 protocol: official Patho-Bench predefined 5-fold/50-fold splits; fixed THREADS-style logistic-regression linear probe for classification and Cox probe for survival; all classification tasks use macro one-vs-rest AUROC and survival uses C-index.,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,7
pathobench.exaone2025.cptac_coad.immune-class,pathobench,cptac_coad,Immune_class,tme_characterization,Immune_class,case,classification,94,exaone2025_linear_probe,macro-ovr-auc,higher,EXAONE Path 2.5 Table 4 protocol: official Patho-Bench predefined 5-fold/50-fold splits; fixed THREADS-style logistic-regression linear probe for classification and Cox probe for survival; all classification tasks use macro one-vs-rest AUROC and survival uses C-index.,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,7
